state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,drug_overdose_deaths_-_modeled_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
US,United States,6605.3,,,,0.081198476,,,,,0.839210868,,0.309066285,,34.52137604,,,,,53.76,0.849249407,0.63,,,,0.217,,,,392.0409397,59.64472844,,,,,,332.4,51.3221929,6.387160772,0.118,0.116,,,,0.056530469,13.96764771,14.7,11.59364913,0.348,,,9541.42,,53657,0.43193338,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Alabama,9544.7,0.219,4.6,4.7,0.102259732,0.211,0.335911859,6.6,0.29318673,0.628066906,0.133,0.29669306,611.029852,44.23245217,0.158717717,0.000637604,0.000453873,0.000743807,65.43,0.849138163,0.63,0.813833548,0.583515148,0.068001533,0.274,5.23025474,0.383854124,12.5120973,417.9688725,74.249383,12.8,0.28358209,0.153863108,0.85306977,0.326,461,72.7840731,8.944142995,0.148,0.149,0.123630838,298.0192505,0.188006261,0.07675223,12.98162125,15.2,19.81297925,0.384,0.20150824,0.047270452,9950.36,0.000520273,42917,0.5140491,57.89175345,52.31882765,9,4849377,0.228394493,0.153407747,0.263646031,0.006964194,0.013328104,0.001049413,0.041379336,0.661865844,0.013132712,0.515408474,0.409631829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Autauga County,9215.1,0.194,4.4,4.3,0.087867012,0.187,0.309,7.1,0.287,0.708214986,0.151,0.318181818,416.1112512,35.18352112,0.134205355,0.000398219,0.000324939,0.000126365,62.38,0.838440111,0.62,0.83,0.564707496,0.058830469,0.181,4.303481107,0.273062993,13.75665207,253.6446171,76.43785057,12.92,0,0.136192626,0.892301359,0.417,456.4,50.48834416,7.054296708,0.129,0.128,0.109,205.4068381,0.139,0.097935304,7.824019741,5,19.71531091,0.376,0.174811806,0.038590719,10165.85,0.000180522,54366,0.369455593,32.84197911,28.53396636,5.1,55395,0.251773626,0.13829768,0.18494449,0.004964347,0.010885459,0.001010922,0.027330987,0.755970756,0.004814292,0.513620363,0.420021623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Baldwin County,7454.6,0.16,4.1,4.2,0.085072966,0.186,0.267,7.6,0.252,0.721685458,0.151,0.394366197,308.1922533,41.62056131,0.174820025,0.000751764,0.000479734,0.000779567,49.28,0.84004693,0.66,0.8,0.623359182,0.060537202,0.198,4.494800495,0.282253744,12.01800143,220.6651063,70.18159488,13.13,1,0.147079038,0.84071152,0.368,356,51.34248941,5.919469199,0.122,0.128,0.109,174.3248816,0.137,0.054602606,16.02889293,10,15.9008659,0.328,0.220683207,0.057132757,9489.87,0.000339811,49626,0.361603046,47.07210747,34.71646432,3.8,200111,0.221607008,0.186821314,0.093957853,0.007435873,0.009079961,0.000639645,0.045624678,0.830004348,0.014298983,0.512285681,0.422790991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Barbour County,8499.9,0.257,4.9,4.7,0.121482805,0.214,0.408,5.1,0.329,0.45267145,0.124,0.391304348,632.3296938,67.9023347,0.174398934,0.000369331,0.000371927,7.43854E-05,60.85,0.900383142,0.63,0.80530303,0.433585685,0.108092748,0.381,5.285566706,0.544800411,8.125276998,146.8885763,63.73159476,12.62,1,0.175596817,0.835199824,0.351,430.8,59.79583992,12.95986622,0.154,0.149,0.153,399.4269092,0.223,0.114203157,,3,18.22204868,0.396,0.22512599,0.051342282,10077.19,0.000185964,34971,,30.78853386,25.65645352,4.5,26887,0.211663629,0.164875219,0.471938111,0.005913639,0.004909436,0.001748057,0.045337896,0.465838509,0.02150664,0.466136051,0.677896347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Bibb County,11007.7,0.22,4.8,4.6,0.124157303,0.21,0.401,7.4,0.332,0.328387519,0.138,0.34375,367.3053945,48.3937397,0.149541391,0.000355366,0.00017773,,73.81,0.838323353,0.59,0.81,0.489278752,0.071378505,0.268,4.251361262,0.32045221,9.772565743,235.9521105,74.7377584,12.87,0,0.12999323,0.840344783,0.457,541.7,110.6305944,14.0213124,0.148,0.143,0.125,124.8374512,0.162,0.02144661,14.78961769,8,23.91832521,0.406,0.190112252,0.042453788,10674.38,0.000266596,39546,0.549640288,40.55975965,40.0086247,7.4,22506,0.210210611,0.147871679,0.21909713,0.004221097,0.00222163,0.001288545,0.02106105,0.745223496,0.005210999,0.459344175,0.683526075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Blount County,8655.9,0.207,4.6,4.5,0.074727982,0.194,0.324,8.3,0.285,0.255085308,0.141,0.192307692,159.0979836,45.34792807,0.176069513,0.000259193,0.000190579,0.000051976,62.87,0.862068966,0.61,0.849753623,0.491499335,0.061469083,0.241,4.124185627,0.282611833,8.46696157,219.0343442,88.52998563,12.66,0,0.12339515,0.850730783,0.59,430.3,51.89877948,6.049606776,0.139,0.138,0.117,93.72656836,0.121,0.010624677,24.21907887,8,24.66779458,0.362,0.222933812,0.060368921,10092.8,8.66266E-05,45567,0.450030594,62.46644777,34.35306019,3.3,57719,0.235901523,0.170013341,0.016372425,0.00628909,0.002910653,0.001143471,0.087354251,0.877561981,0.017650324,0.50531021,0.89951502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Bullock County,10262.1,0.293,5.3,4.8,0.137023594,0.223,0.445,3.9,0.331,0.231995602,0.113,0.44,992.9348864,83.47315436,0.185219832,0.000375975,0.000185805,9.29023E-05,70.25,0.882978723,0.6,0.825,0.345070423,0.090831374,0.431,5.767400807,0.725361367,10.33931761,283.3508523,89.62581223,12.75,0,0.153743316,0.777165354,0.471,469.4,152.2070015,,0.17,0.155,0.173,368.3035714,0.237,0.201517301,,4,47.66949153,0.441,0.242384106,0.049441101,9293.84,0.000557414,26580,,16.08035775,15.19969585,,10764,0.214232627,0.148643627,0.691192865,0.008361204,0.002508361,0.007339279,0.07460052,0.221200297,0.02573603,0.452526942,0.513743815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Butler County,11155.1,0.274,5.3,5.1,0.110042735,0.228,0.36,6,0.344,0.460065881,0.105,0.310344828,773.1324174,56.61664393,0.15529185,0.000394769,0.000246354,0.000197083,106.01,0.810699589,0.62,0.68,0.436992293,0.085701935,0.367,5.036662643,0.52347173,11.34961757,483.0378778,79.58383478,12.82,1,0.185889571,0.864247487,0.35,538.2,51.66089787,,0.172,0.164,0.162,241.95928,0.223,0.028320291,,5,19.32647244,0.406,0.200686537,0.040749796,10754.38,0.000394166,32512,0.70816641,33.80922533,33.40415577,10.2,20296,0.235563658,0.179542767,0.436933386,0.003695309,0.009459992,0.000443437,0.011972803,0.530991328,0.00425974,0.535819866,0.712321574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Calhoun County,10352,0.223,4.9,4.9,0.0887331,0.238,0.32,6.2,0.336,0.592854974,0.129,0.25,680.330105,47.23742277,0.159577455,0.000633909,0.00053487,0.000879948,77.25,0.810100167,0.56,0.830031621,0.537333928,0.079191885,0.281,5.105586092,0.40043638,14.22012061,504.5156397,72.69466204,12.89,0,0.145307549,0.854502955,0.288,520.7,62.88363711,7.976366322,0.15,0.148,0.126,201.9545957,0.178,0.100438239,9.429972453,6,17.3913255,0.39,0.203831201,0.039185656,11040.74,0.000353704,41123,0.535585042,51.42930746,47.0358177,10.8,115916,0.221643259,0.159589703,0.207943683,0.005193416,0.008782222,0.000966217,0.035284171,0.728544808,0.008297213,0.517926775,0.336968256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Chambers County,11923,0.258,5.1,4.9,0.121287129,0.208,0.398,5.7,0.348,0.611632325,0.12,0.333333333,901.2447158,60.70328542,0.167634201,0.00038054,0.000264116,,62.2,0.835087719,0.6,0.757581864,0.476963091,0.067478604,0.316,5.082479508,0.538146581,18.14882033,553.4591195,77.29966504,12.97,0,0.174550788,0.858703958,0.355,568.3,46.57816815,9.325681492,0.161,0.155,0.153,363.7749446,0.205,0.088215249,,6,25.39825293,0.395,0.213647127,0.037844186,8961.23,8.80385E-05,34116,0.656877245,29.01844588,28.06958277,9.9,34076,0.213522714,0.183442892,0.392064796,0.00252377,0.007776734,0.000586923,0.019749971,0.568435262,0.002088333,0.523183472,0.491480345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cherokee County,12007.3,0.198,4.6,4.7,0.089688835,0.198,0.327,7.8,0.31,0.329485552,0.133,0.2,222.896891,49.80392157,0.164009221,0.000228981,0.000153628,0.000192034,81.36,0.891036907,0.64,0.82,0.544270375,0.058500752,0.279,5.123188894,0.314654342,9.540892264,374.3691305,90.68273339,12.93,0,0.129676871,0.856637516,0.44,528.2,63.91818472,,0.14,0.142,0.125,130.2609711,0.151,0.001326864,19.16663472,8,25.92202435,0.343,0.203890397,0.051186681,10078.71,0.000115221,38013,0.54620422,22.90380332,14.41148379,,26037,0.203633291,0.209163882,0.046241887,0.00541537,0.002650075,0.000268848,0.015093905,0.916157776,0.001009041,0.50228521,0.85736273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Chilton County,10790.2,0.208,4.6,4.6,0.093395762,0.212,0.371,7.8,0.32,0.323282084,0.14,0.287671233,337.7530295,58.20649938,0.191756804,0.000182021,0.000250393,0.000386971,73.79,0.877314815,0.66,0.74,0.394311403,0.062810523,0.276,4.514099203,0.319469276,15.01672317,407.3969917,86.38341438,12.93,0,0.1635471,0.82188952,0.491,534.1,64.73090438,9.636767976,0.141,0.143,0.118,94.24809425,0.144,0.016886043,12.14873084,9,26.56504172,0.389,0.243445271,0.062369116,10570.85,,41450,0.563747879,35.88503908,26.49112255,7.5,43931,0.242152466,0.151988345,0.101750472,0.00498509,0.004256675,0.001866564,0.077234755,0.803236894,0.027843703,0.507887369,0.867447242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Choctaw County,12530.3,0.254,4.9,4.8,0.102020202,0.19,0.387,5.8,0.338,0.20109676,0.112,0.4,432.7734174,40.65553104,0.15909732,0.000372412,0.000450349,,68.25,0.877777778,0.55,0.775,0.49068323,0.090645233,0.319,6.042345533,0.439862543,20.85505735,110.9358052,105.1048859,12.82,1,0.132893497,0.841008772,0.417,522.1,100.4856808,,0.15,0.146,0.157,233.1002331,0.189,0.116280684,,6,44.40634908,0.425,0.197326544,0.053333333,12249.15,0.000375291,35049,0.743172574,31.96938073,31.72238153,,13323,0.205734444,0.207685957,0.422202207,0.001951512,0.002777152,7.50582E-05,0.007730992,0.560534414,0.000155545,0.525257074,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Clarke County,10306.3,0.258,5.3,4.9,0.127190786,0.212,0.361,4.9,0.302,0.381411373,0.11,0.333333333,763.0857279,40.8103347,0.156736317,0.000476058,0.000280617,0.000360794,62.25,0.785984849,0.6,0.851256281,0.420584715,0.124675966,0.337,7.171949509,0.490146109,17.85218392,464.1185647,84.4185283,13.01,1,0.147532189,0.85251097,0.298,464.5,77.97430952,11.07366394,0.163,0.155,0.155,136.7860007,0.232,0.112325127,,4,29.33801265,0.389,0.201234237,0.043150123,9573.4,0.000400882,36620,0.630965005,20.73792779,20.23791058,6.4,24945,0.225736621,0.17979555,0.439366607,0.004048908,0.005011024,0.000160353,0.013349369,0.531088395,0.001714047,0.528362397,0.759803352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Clay County,8483.6,0.231,5,4.8,0.11713456,0.204,0.377,7.2,0.362,0.212604077,0.123,0.333333333,521.0271679,50.25773196,0.192435732,0.000370755,0.00014758,7.37898E-05,98.55,0.865168539,0.58,0.875,0.427830036,0.072163056,0.289,4.9509643,0.394571334,9.639626279,313.0301799,64.02700776,12.92,0,0.169136879,0.839061868,0.37,465.7,,,0.154,0.148,0.135,175.0853541,0.168,0.019289483,,5,19.59429497,0.361,0.238233073,0.067656766,10274.04,0.000368949,35940,,24.38235558,25.31851817,,13552,0.215835301,0.194141086,0.143447462,0.005681818,0.002730224,0,0.034017119,0.796856553,0.008905064,0.506124557,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cleburne County,10847.2,0.181,4.3,4.4,0.089030207,0.185,0.3,7.9,0.332,0.401549559,0.142,0.304347826,323.6245955,57.15935335,0.16683087,0.000266773,0.000066313,0.000397878,63.52,0.822981367,0.49,0.925,0.49536126,0.067140874,0.248,5.266902963,0.288116592,9.337068161,224.3278535,95.23681775,12.96,1,0.140398551,0.77429522,0.498,531.7,,,0.13,0.132,0.11,112.4227094,0.144,0.005369356,,8,24.94626957,0.328,0.210139188,0.054499007,10475.63,0.000198939,40418,0.498686679,47.67757542,38.74392098,,15080,0.232758621,0.183885942,0.035941645,0.003846154,0.001856764,0.000729443,0.024602122,0.92301061,0.001205076,0.503846154,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Coffee County,7296.3,0.208,4.8,4.6,0.086409217,0.193,0.302,6.9,0.294,0.707936254,0.134,0.325,597.0498712,41.067406,0.167674249,0.000471161,0.000333929,0.000491072,59.09,0.881,0.59,0.93249256,0.595176635,0.066838174,0.25,5.317502638,0.401074824,15.50905022,363.9015013,55.53263732,12.61,1,0.128421053,0.850274725,0.235,381.8,61.74364041,8.736415939,0.147,0.139,0.123,164.3501127,0.156,0.074254117,7.838065565,5,18.09939152,0.354,0.212736773,0.054850299,9512.65,0.000451787,46931,0.422923193,34.48168226,25.43711762,3.2,50909,0.236677208,0.159460999,0.172621737,0.014064311,0.015969671,0.003967864,0.064389401,0.71339056,0.022408668,0.505391974,0.471950829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Colbert County,10076.3,0.214,4.8,4.8,0.096286107,0.185,0.366,7,0.297,0.44252958,0.134,0.072727273,549.167983,51.76725575,0.144940953,0.000550257,0.000403352,0.000256678,72.58,0.863324176,0.7,0.839390048,0.570213424,0.082070287,0.253,4.75862069,0.339659244,17.42479824,372.9043204,69.40058458,12.71,0,0.141767609,0.898118821,0.258,490.4,75.52553183,7.711499206,0.142,0.143,0.134,102.0563264,0.163,0.050898157,,4,20.19454957,0.359,0.182612964,0.042446335,10500.38,0.000935042,43057,0.463364168,30.61416026,28.2850803,5.2,54543,0.217149772,0.185156665,0.16022221,0.00621528,0.005078562,0.000550025,0.025521149,0.787873788,0.003830449,0.517994976,0.438946866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Conecuh County,11853.1,0.314,5.8,5.3,0.136278196,0.238,0.372,4.6,0.335,0.001285153,0.103,0.235294118,577.7675064,52.75304979,0.180698351,0.000387988,0.000157853,0.000394633,144.65,0.767515924,0.65,0.875,0.374674116,0.107366602,0.412,5.510988497,0.480822873,10.86366105,612.8437508,97.74723177,12.86,0,0.1875,0.947967017,0.412,542.6,111.0446741,,0.187,0.174,0.185,300.1910307,0.23,0.14783095,,9,35.75143006,0.412,0.230779445,0.047070776,11064.89,0.00023678,29101,0.829075426,17.46098829,16.36799185,,12670,0.214127861,0.20418311,0.455801105,0.004025257,0.001341752,0.000315706,0.017521705,0.51136543,0.003435583,0.518705604,0.809495011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Coosa County,10310.8,0.247,5.1,4.9,0.12283237,0.218,0.388,6.6,0.308,0.244821908,0.123,0.433333333,446.8356739,48.78048781,0.172737557,0.00009176,,9.18611E-05,75.85,0.877934272,0.63,0.725,0.41410694,0.088409091,0.29,4.566511425,0.449485501,11.01119472,290.9169271,100.8536541,12.93,0,0.168306011,0.849531459,0.412,512.1,,,0.159,0.154,0.156,156.8873549,0.177,0.065244803,,6,28.04048026,0.39,0.20741718,0.058085502,10805.28,9.18611E-05,34679,,39.70564005,39.70002365,,10886,0.182895462,0.185283851,0.313062649,0.006246555,0.001837222,0.001561639,0.023148999,0.647528936,0.006633654,0.495498806,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Covington County,9676,0.214,4.8,4.8,0.096043395,0.199,0.316,7.2,0.355,0.511505362,0.131,0.325581395,400.4742458,65.56562772,0.169267906,0.00047511,0.000342881,0.000501134,104.98,0.816017316,0.6,0.833223982,0.520134228,0.077610805,0.302,4.690615463,0.377957509,12.93353745,242.1817416,64.443881,12.71,0,0.164765101,0.822926762,0.259,470.8,73.66373976,9.218054673,0.147,0.145,0.129,147.4926254,0.164,0.030467534,,4,20.4168053,0.355,0.215048389,0.04869867,10505.33,0.000474759,36149,0.503368624,41.91938803,37.10359813,,37914,0.220947407,0.197763359,0.128079337,0.006330116,0.004589334,7.91264E-05,0.016194546,0.830590283,0.007286587,0.515719787,0.69651794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Crenshaw County,9118.1,0.233,4.9,4.7,0.083555556,0.204,0.366,5.7,0.316,0.355889544,0.128,0.263157895,575.1615423,49.53953636,0.165448852,0.000143,0.000143092,0.000286184,76.08,0.819571865,0.61,0.975,0.419854281,0.069506727,0.28,5.107803867,0.400864731,11.44001144,441.5302858,78.67257903,12.75,0,0.124778761,0.828257344,0.451,445.5,,,0.149,0.145,0.138,214.206152,0.172,0.158353736,,6,30.67861087,0.393,0.207331731,0.058315977,10045.73,0.000643915,34445,,23.04067091,24.13781372,,13977,0.226658081,0.179509194,0.238749374,0.004578951,0.018458897,0.000930099,0.016670244,0.705945482,0.0092699,0.510839236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cullman County,9491.3,0.198,4.5,4.7,0.090648308,0.201,0.347,7.7,0.284,0.381339701,0.143,0.219512195,294.6295375,55.0140056,0.188170011,0.000569229,0.000442864,0.001021048,56.61,0.904663923,0.63,0.864112735,0.572358974,0.060969079,0.235,4.672584888,0.289424246,12.62204403,201.19145,73.28391431,12.53,0,0.142720153,0.844161146,0.342,463,59.79560774,6.542454843,0.138,0.141,0.115,68.17440792,0.139,0.031533743,23.91358127,6,23.4711314,0.349,0.237312722,0.058501594,10227.39,0.000578184,39922,0.520385471,63.79441104,36.87841509,3.2,81289,0.225208823,0.176210803,0.013347439,0.005990971,0.005154449,0.000492072,0.043941985,0.921133241,0.009724238,0.504926866,0.732395592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Dale County,8368.2,0.211,4.5,4.6,0.08379229,0.202,0.362,6.3,0.278,0.479672046,0.137,0.409090909,596.7012925,45.46776539,0.148938212,0.000260605,0.000343545,0.000727508,50.08,0.854893138,0.57,0.820933735,0.618442808,0.071530127,0.335,5.100365303,0.342597229,12.62929998,395.764324,65.47507356,12.52,0,0.118561958,0.8494649,0.254,438.9,45.01186677,7.141478479,0.14,0.139,0.12,296.164311,0.171,0.102838226,10.68005233,6,18.58013469,0.408,0.190671468,0.044408163,10019.95,0.000747716,41940,,31.02418459,26.05151093,7.8,49484,0.236440061,0.153807291,0.192082289,0.008022795,0.01339827,0.001293347,0.061110662,0.702307817,0.007220603,0.505456309,0.508885395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Dallas County,12135.4,0.3,6,5.4,0.129401211,0.254,0.424,3.7,0.342,0.588338658,0.097,0.62,1208.473311,67.77482649,0.142667044,0.000809601,0.000311668,0.000359617,72.55,0.772200772,0.67,0.703613767,0.4285271,0.115641075,0.495,6.653487429,0.701322389,13.57272121,781.8388057,81.10450431,12.93,0,0.239493202,0.792940132,0.218,599.1,71.15696782,6.596306069,0.195,0.183,0.19,393.4068459,0.286,0.115634544,7.900703953,4,24.98109983,0.437,0.189061744,0.034429923,9833.76,0.000167821,26602,0.810253768,56.85439891,56.35483657,24,41711,0.25228357,0.15619381,0.691448299,0.002085781,0.005034643,0.000359617,0.009565822,0.284840929,0.001132246,0.536956678,0.456389776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,DeKalb County,9812.8,0.228,4.8,4.7,0.087104247,0.192,0.306,7.9,0.324,0.402480699,0.127,0.347826087,246.2014631,56.29863813,0.229597787,0.00043654,0.000281433,0.00016886,76.91,0.878737542,0.59,0.850828402,0.429885186,0.06941197,0.365,4.401851281,0.289932508,8.871615056,243.4288287,91.71705009,12.93,0,0.140508806,0.859223837,0.286,481,55.3166185,6.321493077,0.149,0.146,0.115,87.71024662,0.134,0.022543408,19.70369397,7,21.00505131,0.363,0.29375937,0.075168595,9944.91,0.000337719,36241,0.616871556,63.22464011,34.0557389,3.3,71065,0.246999226,0.157025259,0.017744319,0.021473299,0.003644551,0.00727503,0.142067122,0.806135228,0.044737515,0.507155421,0.901306445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Elmore County,8064.4,0.182,4.2,4.3,0.091155879,0.193,0.303,7.3,0.297,0.680629989,0.15,0.356321839,487.4176785,41.16674665,0.122925287,0.000309016,0.000135841,9.87935E-05,69.08,0.850041425,0.65,0.73636646,0.546671491,0.057722438,0.207,3.955453024,0.330090265,10.38293244,178.7265317,71.81678961,12.91,0,0.123645408,0.859814204,0.459,408,75.15769695,7.802525181,0.123,0.127,0.105,213.0004766,0.145,0.065595762,6.185362957,4,19.29840382,0.34,0.15480717,0.046498484,10370.71,0.000172889,54298,0.443391937,26.94312784,28.3516712,7.6,80977,0.229694852,0.14026205,0.210232535,0.004223422,0.007248972,0.001123776,0.027353446,0.736567173,0.008548253,0.514738753,0.541883661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Escambia County,10954.2,0.265,5.2,5,0.104727708,0.227,0.394,6,0.334,0.56115765,0.125,0.483870968,486.9189872,65.32248556,0.186980561,0.000421241,0.00039753,0.000371028,94.08,0.783372365,0.61,0.81127451,0.403421462,0.082217839,0.316,5.486169867,0.513086536,14.48016218,564.8735552,106.4834243,12.92,1,0.140850144,0.866742504,0.307,551.9,81.7208067,8.177570094,0.166,0.162,0.154,184.5884304,0.198,0.075767133,30.78005453,11,25.14939491,0.387,0.243092844,0.049890792,10548.62,0.000238518,37077,0.636253252,39.40485686,35.38902762,12,37733,0.220311134,0.16661808,0.321469271,0.034187581,0.002809212,0.00053004,0.020804071,0.605862243,0.001625469,0.488007845,0.635115739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Etowah County,11391.9,0.228,5,5.1,0.083294283,0.223,0.347,6.7,0.325,0.43969166,0.129,0.273972603,695.4555905,51.51218682,0.160894907,0.000779363,0.000492606,0.000898282,82.32,0.848617815,0.59,0.798651369,0.52204886,0.07028776,0.295,4.71073258,0.373753938,16.45322377,497.8706905,73.66270538,12.79,0,0.141395464,0.865386087,0.271,546.4,79.09223209,11.43979663,0.153,0.15,0.13,165.1348981,0.16,0.086193858,14.75049222,8,17.13751416,0.399,0.203793297,0.045501939,11913.82,0.000579537,39904,0.513075282,66.46160921,60.46342438,7.2,103531,0.220513663,0.173078595,0.153316398,0.005495938,0.008393621,0.00283007,0.036742618,0.783997064,0.011246724,0.516086969,0.374834818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fayette County,10603.5,0.222,4.9,4.7,0.106463878,0.205,0.324,7.4,0.305,0.274404037,0.126,0.357142857,370.9591945,51.29575207,0.153522995,0.000413981,0.000296314,0.000118526,100.54,0.811557789,0.58,0.775,0.455552625,0.078968317,0.292,5.273307128,0.421393841,10.64521852,173.67964,98.10218978,12.47,0,0.107293128,0.852456258,0.355,534.3,,,0.15,0.148,0.134,90.22138941,0.165,0.013296279,,9,29.82873336,0.368,0.194092827,0.04414083,9444.82,0.000177788,35664,0.483937397,44.96861755,44.04448414,,16874,0.216961005,0.195567145,0.11805144,0.004326182,0.003318715,5.92628E-05,0.014460116,0.850183715,0.000809263,0.504622496,0.802331651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Franklin County,12179,0.232,5.1,4.8,0.089755788,0.197,0.342,7.5,0.348,0.588380015,0.126,0.24,318.000063,58.18231367,0.203752132,0.000475707,0.000221512,6.32891E-05,96.62,0.855585831,0.55,0.865970149,0.425111221,0.077926838,0.355,4.649277225,0.421782956,10.14842065,380.0160007,118.0034076,12.27,0,0.1446364,0.814259064,0.354,575.9,63.87327542,7.783312578,0.158,0.15,0.123,38.42606825,0.149,0.036438946,24.23757034,10,24.89442501,0.377,0.263073895,0.059473024,11236.26,0.00034809,33881,0.580272823,53.02197537,53.78848845,,31601,0.243410019,0.159488624,0.039935445,0.014619791,0.004303661,0.001518939,0.160691117,0.779500649,0.064670212,0.502927123,0.703665153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
