state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
US,United States,6601.2,,,,0.080880922,,0.277063144,,0.22265671,0.839210868,,0.300599111,456.1,32.07957108,0.135397426,0.000756537,0.000655942,0.001998225,49.9,0.851625451,0.630584746,,0.641971666,0.052800209,0.207,4.954047543,0.336505831,9.367677283,379.8544891,62.23853328,,,,0.764047203,0.343,333.3,50.39880654,6.284350594,,,0.099278244,353.2,0.154,0.056530469,14.99793944,10.94875594,0.348,0.163747132,0.062778456,9588.57,0.000739586,0.138,55775,0.517945204,,,5.2,10.7,321418820,0.229125074,0.148593825,0.124217832,0.012478688,0.055946304,0.002365107,0.176071809,0.615927879,0.045321834,0.507716141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Alabama,9573.2,0.212253779,4.461353573,4.426816563,0.101793259,0.214049468,0.340408063,6.5,0.276845045,0.628066906,0.12965296,0.294323756,600.2,41.41500086,0.141613838,0.000644413,0.000457709,0.000794817,61.13,0.84960256,0.627884556,0.893225368,0.589865045,0.061026824,0.265,5.244407094,0.381970918,12.4284006,436.0252882,75.59945464,10.1,0.28358209,0.154417423,0.854488061,0.33,463.5,72.4540888,8.891091145,0.143598641,0.142027324,0.137196153,297.4,0.188,0.07675223,14.14515862,18.41593033,0.384,0.180599533,0.039780315,9961.85,0.000591482,0.179209414,44833,0.517693016,57.2551627,51.58255018,8.5,17.6,4858979,0.227104501,0.157268019,0.264511742,0.006993239,0.013829243,0.001042812,0.041845211,0.659517771,0.012302324,0.515704019,0.409631829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Autauga County,9158.2,0.178788141,4.224030558,4.181840019,0.087892771,0.173802394,0.341,6.9,0.286,0.708214986,0.149541225,0.326530612,398.2,32.41877763,0.110162345,0.0004152,0.000307153,0.000126475,58.59,0.839662447,0.626931567,0.9,0.596745152,0.052434013,0.188,4.31354924,0.251656106,13.71964979,265.6997471,76.23686179,10.8,0,0.147234679,0.874834163,0.426,468.4,55.30184102,6.908462867,0.123124853,0.125687935,0.13,205,0.144,0.097935304,9.63925103,18.9376743,0.376,0.142147679,0.034698795,9858.62,0.000234882,0.1225,56580,0.489026915,33.86669797,30.49968344,3.6,16.3,55347,0.247005258,0.143115255,0.189585705,0.00482411,0.011997037,0.000993731,0.028420691,0.749074024,0.006502626,0.51475238,0.420021623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Baldwin County,7393.9,0.163619727,3.736320366,3.966089294,0.086306401,0.179371199,0.274,7.5,0.223,0.721685458,0.153780314,0.342281879,341.1,38.01940781,0.161329919,0.00073959,0.000476169,0.000834524,47.61,0.832122371,0.659652333,0.85,0.628876644,0.054869669,0.196,4.524767732,0.267836554,11.54359331,216.7730783,71.45292041,9.6,1,0.147028724,0.846527975,0.377,361.3,47.72835746,6.279434851,0.116279969,0.124807314,0.104,169,0.137,0.054602606,17.18499733,15.31521705,0.328,0.204590417,0.049109964,9412.78,0.000373081,0.1593,52387,0.418388025,43.48090709,31.90003155,3.1,15.7,203709,0.219523929,0.191753924,0.093702291,0.00738799,0.009361393,0.000603803,0.045496272,0.829595158,0.011693848,0.512608672,0.422790991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Barbour County,8573.1,0.250204013,4.806056641,4.768078188,0.116690579,0.227766886,0.444,4.9,0.318,0.45267145,0.1192345,0.384615385,613.1,59.02129249,0.153420943,0.00040912,0.000377515,0.000075503,73.5,0.891428571,0.63030303,0.861734694,0.392669433,0.089391304,0.452,5.562509792,0.564555633,8.182392978,328.659071,67.52144362,10.1,1,0.161956522,0.837665406,0.355,439.5,65.78081831,12.05357143,0.1556198,0.151087104,0.184,399.9,0.233,0.114203157,,18.95874367,0.396,0.198807596,0.044966786,10117.09,0.000264261,0.3039,31433,0.673681407,24.99868733,21.14395618,6.8,13.4,26489,0.212503303,0.171618408,0.472988788,0.005775983,0.004454679,0.001849825,0.044244781,0.465853751,0.017559711,0.465891502,0.677896347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Bibb County,11766.1,0.195402311,4.354389668,4.3680625,0.11968236,0.198507658,0.403,7.3,0.339,0.328387519,0.143096517,0.333333333,444.2,47.49787956,0.135641714,0.000399893,0.000177124,,77.35,0.81981982,0.613065327,0.85,0.502220181,0.066077739,0.293,4.272871439,0.295696721,10.21949702,147.2908995,81.44187529,10.5,0,0.136812412,0.831860579,0.465,521,104.7833604,11.79775281,0.132117057,0.133375711,0.148,120,0.164,0.02144661,14.79268058,22.03752676,0.406,0.17172524,0.039544514,10817.25,0.000487092,0.2519,40767,0.634495085,42.01138079,41.25128756,8.2,21.2,22583,0.207722623,0.150201479,0.22051986,0.004250985,0.002302617,0.001372714,0.024088916,0.740557056,0.003539658,0.461099057,0.683526075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Blount County,9332.8,0.189476081,4.451573142,4.483831864,0.073489724,0.210373815,0.346,8.3,0.28,0.255085308,0.139028877,0.204081633,124.4,43.2304038,0.164752484,0.000190579,0.000190731,6.93565E-05,63.02,0.876595745,0.595842956,0.9120625,0.512136776,0.054040736,0.222,4.037139127,0.273812139,8.489405568,211.5988362,96.61768831,11.3,0,0.115348176,0.848667122,0.598,445.4,43.87728985,6.360279032,0.132586194,0.134713731,0.141,95.5,0.122,0.010624677,20.77754179,20.82145602,0.362,0.208146117,0.056534352,10035.61,8.66957E-05,0.1286,50487,0.5307829,50.27637516,31.92311048,5.7,17.7,57673,0.231997642,0.175298667,0.017113727,0.006536854,0.002843618,0.001109705,0.089539299,0.87394448,0.016948214,0.505921315,0.89951502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Bullock County,10857.7,0.282579451,4.955858648,4.566029653,0.134299517,0.22774925,0.43,3.8,0.317,0.231995602,0.113809536,0.619047619,939.9,77.78274475,0.173097113,0.000278707,0.000186986,9.34929E-05,76.3,0.858490566,0.6,0.875,0.336215497,0.077728892,0.512,6.043342185,0.732735426,10.21924935,302.2860382,101.666196,9.8,0,0.180481283,0.74948025,0.471,546.6,111.3833816,,0.158029286,0.147054324,0.196,361.8,0.244,0.201517301,,46.65671324,0.441,0.227857542,0.044863732,9275.93,0.00065445,,28251,0.638578012,27.77355969,25.71785646,,,10696,0.206619297,0.152860883,0.689323111,0.008414361,0.002337322,0.007011967,0.07526178,0.223074046,0.030590823,0.452412117,0.513743815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Butler County,12427.4,0.266212903,5.242030843,4.977991008,0.111416026,0.218323475,0.363,6,0.344,0.460065881,0.113774884,0.366666667,804.3,55.80200794,0.143968168,0.000443437,0.00024809,0.00024809,86.37,0.807050093,0.623616236,0.83,0.432730297,0.075475826,0.36,4.870098389,0.516033128,11.82499015,523.4399357,91.47061138,9.4,1,0.164541591,0.84491219,0.33,560.2,100.3220867,,0.160573891,0.155298137,0.177,250.4,0.226,0.028320291,,20.21103104,0.406,0.186600455,0.037793048,10407.71,0.000496179,0.2295,33868,0.711689126,34.82274599,33.79162875,13.2,26.6,20154,0.234792101,0.183784857,0.439763819,0.003522874,0.009923588,0.000496179,0.011709834,0.527885283,0.004866307,0.535030267,0.712321574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Calhoun County,10716.9,0.220032046,4.908456531,4.665515339,0.088653213,0.203203824,0.322,6.1,0.313,0.592854974,0.146624727,0.216666667,723.9,44.62975556,0.142158355,0.000664274,0.000553538,0.000890849,71,0.812700965,0.568954458,0.921633739,0.53978569,0.069792187,0.307,4.878978557,0.396044586,14.66579247,574.3235555,76.96725035,11.6,0,0.148799646,0.852610693,0.299,550.4,70.32213317,7.90869957,0.144392106,0.141539756,0.149,198,0.182,0.100438239,13.20806726,15.48214068,0.39,0.181720845,0.034197087,10672.9,0.000423802,0.2045,42091,0.607295259,49.88459309,45.35005641,9.3,21.1,115620,0.221155509,0.163466528,0.208666321,0.005284553,0.008856599,0.000942744,0.036144266,0.726154645,0.008048656,0.517773742,0.336968256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Chambers County,11410.4,0.244896168,4.758697054,4.732361861,0.114295825,0.209058747,0.397,5.6,0.316,0.611632325,0.117121983,0.302325581,825.5,59.92903141,0.148926946,0.000410846,0.000263752,,56.2,0.822072072,0.572265625,0.85,0.44985709,0.06013245,0.344,4.767477713,0.523444976,18.48808546,526.8559699,69.26345942,10.4,0,0.192419825,0.850875249,0.345,532.7,44.31566388,9.193776521,0.147867234,0.147179118,0.164,366.8,0.211,0.088215249,,19.66831685,0.395,0.189461883,0.035020484,8622.91,0.000117223,0.2603,35560,0.726554155,30.99339059,29.92979521,8.8,21.7,34123,0.212701111,0.186501773,0.39433813,0.002696129,0.009495062,0.000586115,0.020250271,0.563813264,0.002403321,0.521144096,0.491480345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cherokee County,12533.9,0.192947134,4.492099843,4.524315295,0.08411215,0.184208244,0.336,7.9,0.335,0.329485552,0.130800865,0.195652174,366.4,48.92906268,0.145791657,0.000268848,0.000154685,0.000232028,78.66,0.886281588,0.633663366,0.88,0.526419488,0.054389569,0.302,4.833238258,0.31587934,9.985789454,383.6007494,105.2413253,10.8,0,0.153582154,0.838732537,0.453,522.7,60.88137498,,0.13308244,0.137167016,0.133,137.3,0.146,0.001326864,14.08468738,28.01889902,0.343,0.182425791,0.040971719,10866.85,0.000193356,,39144,0.619224117,24.85311077,16.21923726,6,20.7,25859,0.201631927,0.215708264,0.047062918,0.005916702,0.00278433,0.000270699,0.01539116,0.91314436,0.000525826,0.503499749,0.85736273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Chilton County,10678.3,0.208526343,4.660682419,4.490854876,0.091795898,0.201122305,0.359,7.8,0.304,0.323282084,0.141965518,0.292682927,402.7,56.67466862,0.177485198,0.000182104,0.000250324,0.000409622,52.45,0.89059081,0.64,0.86,0.402446483,0.056674202,0.281,4.449315654,0.294845955,15.93407844,345.8396851,90.18898692,10.5,0,0.156192237,0.811713098,0.48,532.2,74.89935399,8.370260955,0.139076736,0.138283796,0.133,94.1,0.141,0.016886043,15.17162905,23.15222424,0.389,0.226165334,0.05676142,10204.89,,0.1976,42767,0.571653543,29.3915181,21.4530073,7.2,16.9,43943,0.242791799,0.15545138,0.101586146,0.004915459,0.004392053,0.00182054,0.077031609,0.802630681,0.024537184,0.508545161,0.867447242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Choctaw County,12937.3,0.249512721,4.972630672,4.684587764,0.100310238,0.204785855,0.408,5.4,0.3,0.20109676,0.104430517,0.411764706,409.7,38.14102564,0.143454701,0.000375291,0.000455581,,47.52,0.84,0.543103448,0.875,0.496859735,0.091137506,0.335,6.504539669,0.429889954,21.01628762,111.4249436,111.6719525,9.6,1,0.129528986,0.854588235,0.438,499.1,98.04795436,,0.149878966,0.144662457,0.181,231.2,0.207,0.116280684,,43.15971199,0.425,0.178329282,0.045264624,11424.18,0.00022779,0.3704,35089,0.683809524,35.14525301,34.45736877,11.6,20.8,13170,0.203568717,0.212832194,0.420425209,0.001822324,0.001670463,0.00015186,0.007593014,0.563553531,0,0.525284738,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Clarke County,9468.9,0.229043397,4.860315121,4.696558854,0.126575895,0.200587589,0.382,4.6,0.275,0.381411373,0.118730809,0.333333333,607,40.33938672,0.151047301,0.000521147,0.000283688,0.000486322,68.37,0.81496063,0.611307421,0.928605263,0.410751566,0.117588191,0.309,8.086541455,0.414508691,19.64321507,439.4287426,77.97395034,9.6,1,0.151609554,0.820079523,0.308,445.6,70.08015418,,0.150360594,0.146767359,0.163,133.8,0.251,0.112325127,,34.35574529,0.389,0.192708333,0.042090971,9806.49,0.000405269,0.2273,37317,0.55283415,16.03085541,15.61437946,6.2,13.5,24675,0.220668693,0.184883485,0.43922999,0.004214792,0.004457953,0.000162107,0.014103344,0.530942249,0.001644459,0.527254306,0.759803352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Clay County,9389.8,0.210892906,4.591038069,4.609635165,0.11165524,0.191426832,0.373,7.4,0.317,0.212604077,0.128646636,0.375,393,46.55737705,0.177802421,0.000295159,0.000147547,7.37735E-05,82.35,0.883636364,0.56,0.925,0.418905473,0.061527325,0.273,4.470817626,0.405714286,9.592680047,352.2080737,75.12152011,9.9,0,0.154867257,0.842837274,0.37,493.8,,,0.140369139,0.142946282,0.146,201.9,0.163,0.019289483,,25.04487206,0.361,0.222152297,0.057152296,9843.28,0.000442641,0.2657,38908,0.647956672,21.96959754,25.35829147,,14.7,13555,0.213721874,0.199188491,0.143489487,0.005975655,0.00272962,0,0.033862044,0.795647363,0.008322962,0.50660273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cleburne County,11803.2,0.172397337,4.077727709,4.308741792,0.088116411,0.182919752,0.3,7.9,0.301,0.401549559,0.146141508,0.28,213.4,54.14105941,0.142681528,0.000265252,0.000133174,0.000399521,72.14,0.829721362,0.494505495,0.98,0.480099503,0.060194175,0.277,4.740082335,0.245217391,8.620689655,149.9250375,88.28368491,10.3,1,0.138392857,0.776009583,0.48,587.9,,,0.121248559,0.1286791,0.126,111.4,0.142,0.005369356,24.3945711,23.8893826,0.328,0.182307164,0.044211108,10906.3,0.00019976,0.2349,42136,0.604746014,45.85022431,40.22009573,,25.4,15018,0.230523372,0.187841257,0.035823678,0.004394726,0.001997603,0.000865628,0.02510321,0.921560794,0.00616191,0.505659875,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Coffee County,7629.9,0.189431927,4.292121602,4.195737439,0.086398259,0.185682175,0.337,6.8,0.287,0.707936254,0.138669459,0.255813954,565.4,37.32248008,0.149900869,0.000550001,0.00033196,0.000507703,60.04,0.88153998,0.630990415,0.962293883,0.608328349,0.059133432,0.237,5.070738724,0.371745061,15.9107427,321.1579928,56.50692995,9.6,1,0.138947928,0.852900425,0.228,386.8,55.66092191,8.100618205,0.128010933,0.13067437,0.159,164.4,0.16,0.074254117,7.840165166,14.96228375,0.354,0.189049993,0.052130045,9510.05,0.000507703,0.1282,46858,0.466866536,36.97621486,27.36168588,,12.9,51211,0.237312296,0.161664486,0.174357072,0.014059479,0.016461307,0.004217844,0.066938744,0.708461073,0.01673763,0.503661323,0.471950829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Colbert County,10253.3,0.198822963,4.452163704,4.359371065,0.10174216,0.204485884,0.375,6.8,0.314,0.44252958,0.131389541,0.080645161,467.7,47.44617982,0.130426913,0.000623361,0.000404754,0.000257571,72.48,0.874130737,0.681045752,0.888508772,0.565670605,0.079029933,0.269,4.778845594,0.347337278,17.60079204,449.5892001,69.38962827,10.2,0,0.147124888,0.906708746,0.242,519,76.18725133,8.016491067,0.135082849,0.135373341,0.187,96.2,0.172,0.050898157,7.34317727,20.46014338,0.359,0.165076923,0.036375447,10730.62,0.001030283,0.151,41171,0.520116335,30.050218,29.01743109,3.9,14.7,54354,0.215218751,0.188247415,0.161662435,0.006200096,0.005077823,0.000515142,0.025996247,0.784928432,0.003639194,0.518453104,0.438946866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Conecuh County,12827.5,0.276915101,5.324915858,5.097072835,0.140873016,0.229293813,0.364,4.3,0.316,0.001285153,0.100815654,0.258064516,550.9,50.69751616,0.166301534,0.000394633,0.000157828,0.000552399,127.17,0.797687861,0.66091954,0.825,0.380988024,0.091784339,0.41,5.636337869,0.464943343,11.04972376,566.4613136,91.73598694,9.1,0,0.202202202,0.935932388,0.424,558,98.4163908,,0.173572452,0.164861081,0.174,318.3,0.245,0.14783095,,27.52788575,0.412,0.210490648,0.046159267,11168.67,0.000236742,,29981,0.824146982,22.63989056,19.78499404,,21.8,12672,0.215751263,0.208885732,0.461174242,0.004024621,0.001972854,0.000394571,0.017045455,0.506076389,0.00321915,0.519333965,0.809495011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Coosa County,8420.7,0.232291968,4.747638419,4.63226292,0.132653061,0.203049247,0.397,6.3,0.305,0.244821908,0.116070309,0.423076923,330.3,49.61659901,0.1550198,,,9.32488E-05,48.52,0.857142857,0.590062112,0.825,0.424757282,0.067253442,0.322,4.306070066,0.387775061,11.02333272,205.8489495,92.27305442,10.2,0,0.174250832,0.854403025,0.4,487.7,,,0.146829437,0.145765405,0.173,153,0.189,0.065244803,,33.70669986,0.39,0.186558168,0.05065123,10457.32,9.32488E-05,,36078,0.69296578,46.69745438,46.36048906,,25.8,10724,0.179503916,0.191999254,0.302126072,0.006247669,0.001958225,0.001585229,0.022472958,0.658895934,0.005718098,0.497762029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Covington County,9917.6,0.21239807,4.612618934,4.442932386,0.096886912,0.185673369,0.34,7.2,0.33,0.511505362,0.129850495,0.3,414.4,63.3552965,0.154189833,0.000501134,0.000343597,0.000502181,98.66,0.805642633,0.596219931,0.952759382,0.522361985,0.071234472,0.341,4.610364443,0.374195898,12.66023105,273.129856,66.43887623,9.2,0,0.151595745,0.82973999,0.254,507.5,50.60276827,9.882052917,0.139185645,0.139227847,0.147,145.3,0.166,0.030467534,9.680116161,19.99539729,0.355,0.196819901,0.042837402,10405.82,0.000607903,0.1756,36355,0.592538993,49.66448731,43.37503723,,10,37835,0.220404388,0.200079292,0.130170477,0.006845513,0.004995375,0.000105722,0.016096207,0.827752081,0.006672835,0.517933131,0.69651794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Crenshaw County,10801.3,0.202814946,4.241128657,4.442119319,0.083788707,0.190274793,0.397,5.7,0.298,0.355889544,0.131281834,0.277777778,707.9,51.89295039,0.163386688,0.000143092,0.000143236,0.000286471,72.58,0.771331058,0.583756345,0.925,0.444682807,0.060138539,0.296,5.604821352,0.371983704,10.73191672,500.3573981,71.51029748,9.5,0,0.121428571,0.817278149,0.424,490.9,,,0.133014623,0.13864864,0.165,178.3,0.173,0.158353736,,25.54931017,0.393,0.205245428,0.054844607,10364.38,0.000787796,,36759,0.635123239,21.66031421,22.44435668,,22.9,13963,0.22688534,0.181049918,0.240206259,0.005442956,0.017689608,0.000644561,0.018262551,0.701783284,0.007735314,0.512210843,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cullman County,9937.3,0.207690152,4.528158409,4.391235663,0.087521917,0.179590909,0.334,7.8,0.257,0.381339701,0.133622938,0.255555556,319.3,52.52995627,0.164048603,0.000528977,0.000475581,0.001146272,51.47,0.887408394,0.654358974,0.908595388,0.545708908,0.052734861,0.247,4.604537605,0.2983612,12.17876958,169.6818568,84.18069473,11.3,0,0.144065093,0.848527657,0.35,484.7,50.54851975,6.882707198,0.133279335,0.135822785,0.144,66,0.134,0.031533743,25.39890621,22.09112856,0.349,0.20820653,0.048365806,9915.83,0.000646302,0.1645,39290,0.529746589,66.71654281,27.99228919,3,14.3,82005,0.224352174,0.179269557,0.014108896,0.006133772,0.005353332,0.000573136,0.04414365,0.919504908,0.009456886,0.506152064,0.732395592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Dale County,8085.5,0.214893559,4.644179897,4.720600612,0.081578947,0.190694657,0.365,6.2,0.269,0.479672046,0.146175865,0.511627907,573.3,42.47254349,0.137865636,0.000242503,0.000342984,0.000746495,60.07,0.876221498,0.6,0.904448743,0.61208003,0.063518575,0.29,5.132142857,0.347800438,12.32721688,362.5970765,61.34206823,9.8,0,0.130007754,0.874191368,0.258,436,46.38903532,6.291781361,0.136112025,0.138324839,0.141,304.4,0.175,0.102838226,12.08597154,16.59390146,0.408,0.178570221,0.03563456,10290.32,0.000726319,0.1375,45294,0.621914793,31.95772849,26.51422513,7.7,14,49565,0.233935237,0.157469989,0.197316655,0.008493897,0.014183396,0.00153334,0.063068698,0.694017956,0.010306617,0.507313629,0.508885395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Dallas County,12928.2,0.280003014,5.488496537,4.952364365,0.127315915,0.227266954,0.408,3.4,0.307,0.588338658,0.100791494,0.607843137,850.1,61.07954546,0.142668807,0.00069526,0.000316063,0.000413314,60.65,0.781699346,0.638888889,0.900848126,0.472943154,0.096492355,0.501,6.819914825,0.714392523,14.38469469,774.1066042,87.18974194,10.1,0,0.238330757,0.823304117,0.269,606.7,60.70794807,7.849293564,0.180042301,0.165430181,0.19,409.4,0.303,0.115634544,8.010381454,25.4510018,0.437,0.189913029,0.031123014,10113.18,0.000316063,0.3135,29682,0.696410838,53.51597933,52.85096951,25.1,29.9,41131,0.250857018,0.162675354,0.693175464,0.002115193,0.004327636,0.000364688,0.009336024,0.283678977,0.000916754,0.537137439,0.456389776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,DeKalb County,9641.5,0.222864868,4.976554659,4.731251588,0.086159781,0.215681082,0.304,8,0.304,0.402480699,0.132894608,0.333333333,276,53.06147516,0.209153395,0.000422149,0.000295234,0.000168705,63.79,0.875993641,0.582010582,0.917804428,0.415866742,0.060295239,0.289,4.525253161,0.281204441,8.583690987,331.1540292,89.41048127,10.7,0,0.136810431,0.860742366,0.297,488.7,55.13848242,6.329113924,0.14813367,0.145427202,0.134,91.2,0.129,0.022543408,21.10614986,19.69310902,0.363,0.268713423,0.065643227,9994.95,0.000393645,0.2083,37305,0.649170587,64.81324616,35.10363075,5.2,14.6,71130,0.246576691,0.160030929,0.018346689,0.021045972,0.003683397,0.007184029,0.141332771,0.805862505,0.036697248,0.506902854,0.901306445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Elmore County,8893.6,0.171594593,3.947610692,4.261099673,0.092169893,0.184948077,0.354,7.2,0.29,0.680629989,0.165541893,0.425,538.9,39.4686907,0.114757914,0.000271682,0.000135022,0.000110473,61.73,0.853697749,0.656097561,0.903799392,0.533242692,0.050977131,0.199,4.203919581,0.324021745,10.37331588,275.5819558,69.0358244,11.1,0,0.12109444,0.870681564,0.474,431.5,77.81892342,8.285714286,0.117896824,0.126294478,0.134,215.1,0.145,0.065595762,6.574973186,22.41701701,0.34,0.146994963,0.036695346,9625.5,0.00023322,0.2368,53548,0.520876112,26.96760885,26.90034938,6.8,15.6,81468,0.228322777,0.143528748,0.211359061,0.004480287,0.007242107,0.001141553,0.028146021,0.733600923,0.008893918,0.514484215,0.541883661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Escambia County,10391.7,0.253402447,5.173453074,4.816157409,0.101684717,0.210787125,0.377,5.8,0.319,0.56115765,0.121047224,0.485294118,502.9,63.27422881,0.170033078,0.00039753,0.000344016,0.000449866,104.8,0.791907515,0.643923241,0.841319797,0.395926162,0.069982847,0.32,5.287989536,0.466761973,14.84112051,483.087552,103.3787989,9.1,1,0.141447368,0.908103177,0.309,545.6,68.38725024,7.473841555,0.160392129,0.152927482,0.178,171,0.208,0.075767133,30.83564601,23.66979509,0.387,0.221079692,0.045697674,11302.09,0.000317553,0.3217,36840,0.690399715,35.50569816,33.65941286,11.3,15.8,37789,0.221784117,0.168197094,0.322263092,0.034586785,0.0029109,0.000529255,0.02095848,0.603614809,0.001544163,0.487416973,0.635115739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Etowah County,11438.8,0.19692522,4.492391194,4.543457929,0.084557082,0.19198683,0.351,6.6,0.333,0.43969166,0.123600517,0.315068493,646.6,49.2551451,0.146145445,0.000772715,0.000485168,0.00092182,77.32,0.819649447,0.559552358,0.840658537,0.53054902,0.061199454,0.307,4.656493545,0.384219704,16.22702379,544.1552701,74.15054294,11.2,0,0.139251523,0.861960823,0.274,544.5,77.93388609,11.82946826,0.136917997,0.140577702,0.168,171,0.165,0.086193858,19.64453061,15.66185774,0.399,0.186525144,0.036875529,11889.57,0.000601609,0.2179,42145,0.609942399,65.32557616,59.28358387,5.8,15,103057,0.219150567,0.177358161,0.1547105,0.006035495,0.008199346,0.002862494,0.037144493,0.782004134,0.014385032,0.517247737,0.374834818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
