state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value
US,United States,6940.110519,0.171986764,3.752828263,3.970320984,0.081148029,0.170800174,0.29,7.6,0.233,0.841686917,0.189770902,0.2776411,524.6,22.7059505,0.10223446,0.000754665,0.000691249,0.002480274,4535,0.42,0.46,0.846,0.657241398,0.03895339,0.18,4.920017801,0.331023015,9.336324679,386.4648965,69.87440368,8.6,,0.179136089
AL,Alabama,9942.794667,0.220287029,4.918051715,4.939752942,0.102548706,0.209273531,0.355,5.8,0.298,0.611122874,0.139035153,0.275891706,614.1,30.89461645,0.110447826,0.000648239,0.000481805,0.001012302,5805,0.4,0.41,0.893,0.604119015,0.039335669,0.239,5.26113574,0.373427392,12.37192412,479.9191819,82.25024507,11,0.149253731,0.143407021
AL,Autauga County,8128.59119,0.208829873,4.743888867,4.654031397,0.086195286,0.180815572,0.333,7.2,0.347,0.691301241,0.150260313,0.267857143,407.2,25.28492716,0.08721686,0.000450418,0.000323735,0.000233809,7108,0.41,0.41,0.9,0.620099737,0.036290789,0.193,5.234597269,0.262426791,12.07120208,272.2822201,68.52699423,11.7,0,0.146634615
AL,Baldwin County,7354.12253,0.175091344,4.224519202,4.304056469,0.083450032,0.174890326,0.31,8,0.265,0.73713549,0.179583101,0.307692308,325,27.88069221,0.113334045,0.000728973,0.000495363,0.000963206,4041,0.43,0.44,0.863615768,0.673716198,0.036153822,0.139,4.417766679,0.241396015,10.20561732,203.6603963,72.38505397,10.3,0,0.135662009
AL,Barbour County,10253.5734,0.295918017,5.430278859,5.185594413,0.114745587,0.219999845,0.417,5.6,0.235,0.531667699,0.128440156,0.4,716.3,40.87081536,0.122427925,0.000316581,0.000361722,8.03826E-05,6209,0.45,0.37,0.814102564,0.348576486,0.051713842,0.439,5.681410019,0.566034261,7.518796993,414.2778607,70.27461156,11.5,0,0.145833333
AL,Bibb County,11977.53948,0.194397242,4.591482438,4.551698849,0.1030871,0.191141999,0.376,7.8,0.335,0.162513637,0.155700424,0.275862069,339.7,41.69679441,0.102062526,0.000485266,0.000223214,0.000223214,5961,0.4,0.38,0.837638376,0.441373534,0.039718277,0.278,4.368580511,0.286892361,8.381859891,89.34912598,108.1560284,11.2,0,0.104964539
AL,Blount County,11335.07113,0.217452928,4.86080763,4.891454668,0.076045627,0.19208672,0.338,8.4,0.303,0.156344859,0.142305938,0.194444444,234.4,33.5345953,0.133607595,0.000224088,0.00019018,0.000155602,4060,0.34,0.39,0.934687954,0.533610733,0.035111573,0.18,4.430262332,0.28561828,8.446382707,482.6906109,107.2853687,11.7,0,0.105480116
AL,Bullock County,11679.55898,0.309991019,5.359159343,4.891351043,0.156884876,0.22894664,0.372,4.3,0.246,0.025013744,0.120941012,0.6,863.3,47.91666667,0.114403761,0.000291008,0.000197278,0.000197278,6632,0.35,0.28,0.702479339,0.349760942,0.046901173,0.683,7.410195994,0.74789916,7.760209526,311.0273327,107.1380742,11.2,0,0.181434599
AL,Butler County,14359.9391,0.279106732,5.400806197,5.340750195,0.126802885,0.21765335,0.433,6.6,0.395,0.485797489,0.118574034,0.274509804,761.7,37.88610039,0.111860095,0.000252207,0.000304878,0.00050813,9203,0.42,0.35,0.815899582,0.416787565,0.047902176,0.363,5.423595582,0.527128364,9.079445145,581.5840052,100.0470221,10.6,1,0.131596091
AL,Calhoun County,12078.61615,0.231077332,4.88037674,4.816072288,0.091613737,0.206125604,0.385,6.9,0.317,0.477212158,0.138422302,0.1875,654.6,33.53461699,0.119291675,0.000636288,0.000586295,0.001155088,6581,0.32,0.38,0.923680457,0.592439886,0.046528322,0.265,5.023896449,0.401919448,14.46900495,756.0665443,89.54154728,11.8,0,0.137341913
AL,Chambers County,11112.53661,0.239954736,4.941178357,4.873580766,0.122137405,0.193929271,0.401,6.4,0.301,0.618646792,0.127457346,0.285714286,611,45.44100119,0.119380768,0.00041527,0.000178492,5.94972E-05,5622,0.38,0.42,0.862385321,0.48460334,0.039080911,0.307,4.744932135,0.465554437,17.79728888,528.9997362,81.47842003,11.4,0,0.159566787
AL,Cherokee County,12349.70759,0.206984706,4.775614101,4.711270423,0.082725061,0.174986738,0.35,8.3,0.313,0.334295279,0.141065629,0.196078431,321,36.56876094,0.111726499,0.000386743,0.000153657,0.000192071,5521,0.36,0.41,0.949044586,0.518362101,0.03570814,0.247,4.708465031,0.237787493,8.5083343,330.438792,108.8719018,11.4,0,0.13
AL,Chilton County,10019.3128,0.211854629,4.773382296,4.853244137,0.086979167,0.201889791,0.377,8.1,0.332,0.462937928,0.145093746,0.160493827,354,46.80851064,0.137597059,0.000204235,0.000294431,0.000520916,6148,0.39,0.42,0.882059801,0.399055696,0.036095708,0.233,5.107667948,0.348850466,15.204121,507.810721,94.07594246,11.2,0,0.132972323
AL,Choctaw County,12479.82215,0.248635313,4.93320463,4.987882477,0.11018711,0.187932483,0.413,6.4,0.362,0.289342665,0.116422906,0.5,563.9,30.33472803,0.113420787,0.00038625,0.000467253,,4968,0.4,0.34,0.786324786,0.58008658,0.055389859,0.321,5.86009572,0.4806231,19.31247586,128.4146626,104.1794338,10.1,1,0.110611511
AL,Clarke County,11144.03737,0.252350848,5.127337236,5.083736729,0.131080389,0.205796553,0.341,5.4,0.346,0.252700035,0.118690105,0.297297297,643.6,39.21246924,0.119263663,0.0005398,0.000292642,0.000710702,6299,0.38,0.28,0.909090909,0.382299601,0.074734496,0.317,8.46898263,0.370127436,16.19399577,475.312436,77.03970823,10.4,0,0.120355835
AL,Clay County,10461.83432,0.237959174,4.958969531,4.982927683,0.093561368,0.196203542,0.406,7.8,0.326,0.637812231,0.132865037,0.4,463.8,39.47832217,0.138833381,0.000374056,0.000150659,0.000150659,5249,0.35,0.43,0.898089172,0.353230337,0.039074292,0.258,5.079258606,0.300393842,10.47355428,309.0672128,87.74408471,10.6,1,0.111835974
AL,Cleburne County,11087.98445,0.192844078,4.546700394,4.867215456,0.085209003,0.183744658,0.373,8,0.313,0.414841037,0.144629665,0.291666667,187.9,38.83172917,0.133445237,0.000268456,,0.000400347,6416,0.26,0.34,0.980295567,0.450141643,0.042486505,0.229,4.775680077,0.24549483,8.053691275,103.3333333,93.44671535,11,0,0.129391602
AL,Coffee County,8175.362392,0.194258268,4.420119787,4.5674365,0.083085374,0.174447576,0.342,7.5,0.308,0.537238728,0.151832943,0.358490566,584.1,26.04626523,0.119923666,0.000539769,0.000346761,0.000654992,4863,0.42,0.37,0.925170068,0.637709624,0.039486958,0.219,4.658772634,0.358318855,14.65088484,276.2080442,66.5035838,10.9,0,0.121032258
AL,Colbert County,10644.99212,0.209144544,4.608637627,4.582405897,0.102267469,0.186588211,0.306,7.4,0.366,0.557323437,0.146975929,0.223684211,526.6,32.98176618,0.096838625,0.000642202,0.000456521,0.000346956,6414,0.4,0.45,0.921367521,0.546654389,0.046177659,0.21,4.758200916,0.360547755,16.88073395,400.0073565,77.83386875,10.7,0,0.137299254
AL,Conecuh County,10822.45243,0.286087478,5.433752811,5.391487964,0.140641158,0.21107513,0.43,5.6,0.407,0.370199577,0.120427076,0.3125,665.7,37.85245268,0.120334553,0.000400995,0.000162906,0.000651625,12070,0.35,0.44,0.803738318,0.362637363,0.052291945,0.401,4.452203579,0.507564297,7.217900393,387.409201,94.42568379,10.3,0,0.133595285
AL,Coosa County,12691.20418,0.249191033,5.089016322,5.102119123,0.136923077,0.203999656,0.403,6.9,0.353,0.064217003,0.126705403,0.294117647,483.5,39.75535168,0.130262014,,,9.33271E-05,4956,0.39,0.39,0.827160494,0.428689541,0.041819013,0.301,4.434364223,0.395135135,10.22875209,254.8321954,115.5423034,11,1,0.146254459
AL,Covington County,11418.12282,0.226688063,4.681940452,4.906550913,0.103459425,0.192494515,0.317,7.6,0.355,0.50234344,0.135003022,0.224489796,512.2,46.86655862,0.121036177,0.00051224,0.000378522,0.000648894,9181,0.42,0.39,0.949029126,0.536105815,0.045783441,0.295,4.916330704,0.363443013,12.67119595,331.1214245,80.62578423,10.5,0,0.128458498
AL,Crenshaw County,9944.64447,0.221469362,4.741456038,4.895213716,0.100872939,0.186469296,0.38,6.2,0.335,0.223500647,0.146170099,0.411764706,793,37.5862069,0.12267525,0.000144186,0.000144676,0.000578704,7057,0.37,0.36,0.890804598,0.449078271,0.040806605,0.308,5.490261031,0.405859118,10.09299978,331.907361,77.64421694,10.7,0,0.099539171
AL,Cullman County,10182.18218,0.217864937,4.681421374,4.887602336,0.083285219,0.179010712,0.369,8.2,0.367,0.416536079,0.148871815,0.304,233.2,41.72823453,0.126582468,0.000555858,0.000491359,0.001354234,6442,0.44,0.41,0.905198777,0.5037849,0.032804652,0.197,4.435584708,0.254175308,11.72134614,129.3922855,100.7374467,11.6,0,0.123069498
AL,Dale County,10467.43601,0.23433107,5.02126402,4.796090897,0.084767923,0.200573949,0.372,6.7,0.32,0.463871366,0.145379614,0.295454546,747.6,32.92659307,0.096988639,0.00018283,0.000347251,0.000939619,5120,0.42,0.41,0.903162055,0.576495132,0.042047714,0.244,5.063099359,0.327750353,10.56352334,436.7214188,75.87530482,11,0,0.136206438
AL,Dallas County,14717.16607,0.298268978,5.626877975,5.591112894,0.139423077,0.24088991,0.431,4.6,0.269,0.59637152,0.113382565,0.547169811,951.2,38.85725702,0.103724077,0.000739513,0.000313234,0.000600365,7183,0.4,0.34,0.861932939,0.506736773,0.065477793,0.48,6.058905571,0.679570559,11.98520974,924.5611684,114.2857143,11.1,0,0.209937888
AL,DeKalb County,10747.78372,0.259589815,5.267708142,5.004405583,0.082948521,0.210282708,0.292,8.2,0.317,0.450378996,0.124582495,0.303797468,276.5,40.67948145,0.173190339,0.000418895,0.000280171,0.000266162,5868,0.32,0.4,0.927429274,0.45800443,0.038169206,0.296,4.793618961,0.33876822,8.517530754,312.3306881,93.23302359,11.3,0,0.110842402
AL,Elmore County,8762.552569,0.186338628,4.296209677,4.66360684,0.09238965,0.174525019,0.343,7.6,0.264,0.517307038,0.158529002,0.379746835,538.7,29.68598067,0.086557165,0.00025711,0.000158755,0.000170967,6334,0.43,0.39,0.861572536,0.547268813,0.034475346,0.163,4.382968429,0.31288884,10.89658043,238.6766637,79.93957941,11.9,0,0.113707165
AL,Escambia County,12227.37578,0.260548919,5.219402937,5.185497665,0.094506213,0.224125846,0.394,6.6,0.324,0.481301704,0.129751684,0.349206349,472.7,44.89584681,0.144283449,0.000347157,0.000380973,0.00057146,7412,0.34,0.35,0.877922078,0.375306623,0.045707915,0.328,5.518155793,0.46045438,14.42038081,446.2453158,118.4347409,10.2,0,0.118212043
AL,Etowah County,11905.22239,0.214838641,4.919021694,4.836313898,0.090078172,0.201473986,0.355,7.1,0.341,0.494943982,0.140305305,0.189473684,702.6,40.43298313,0.124659957,0.000807747,0.000517068,0.001209744,7421,0.29,0.36,0.902720528,0.552342533,0.041024689,0.288,4.711496399,0.372664879,15.76565617,603.9626197,89.03438516,11.5,0,0.11222166
AL,Fayette County,9720.775126,0.221993439,4.92753119,4.976140281,0.100404858,0.180015933,0.41,7.9,0.337,0.341627516,0.135185239,0.421052632,273.3,40.4040404,0.114599564,0.000971581,0.000304266,0.000121706,5911,0.36,0.45,0.918032787,0.523317435,0.04119099,0.374,4.930437601,0.360839563,7.894097644,,98.70004815,10.6,1,0.123357664
AL,Franklin County,10155.22727,0.253680215,5.216587949,5.182013546,0.099458728,0.19250583,0.343,7.9,0.381,0.581472369,0.133736523,0.114285714,263.5,47.35748219,0.153034504,0.000444515,0.000255078,9.56541E-05,8122,0.32,0.38,0.921052632,0.410671689,0.03731606,0.301,4.401448328,0.422779923,9.52532148,264.2344364,83.65920283,10.5,0,0.12954254
AL,Geneva County,11145.1732,0.230846693,5.020503153,5.013906251,0.080910853,0.200036033,0.387,7.8,0.368,0.202053005,0.137221396,0.384615385,420.1,46.36128556,0.14072729,0.000302789,7.60052E-05,0.000190013,6845,0.39,0.46,0.902877698,0.433568731,0.039259055,0.295,4.981861999,0.408652189,8.705196624,413.5711211,87.32441018,10.6,0,0.101830127
AL,Greene County,11618.61978,0.339851556,5.934787652,5.463501498,0.148629149,0.246328187,0.355,3.2,0.183,0.062244334,0.09571576,0.243902439,936.4,44.59308807,0.114463453,0.000480192,0.000121462,0.000121462,7121,0.34,0.3,0.775280899,0.50282167,0.067300916,0.44,5.877814891,0.770027248,9.603841537,669.3440428,76.15964967,10.5,0,0.193236715
AL,Hale County,12327.01842,0.279025703,5.4154381,5.255129552,0.134490239,0.220772913,0.404,6.1,0.278,0.298984772,0.114045981,0.25,1114,37.21058434,0.105601625,0.000202539,0.000135814,0.000135814,6986,0.36,0.33,0.912820513,0.46728972,0.050909698,0.356,6.362011272,0.585041871,6.076154469,208.5580726,89.64170078,10.8,0,0.165546219
AL,Henry County,9242.485732,0.214192621,4.696673741,4.758572229,0.098509934,0.184298454,0.363,7.9,0.354,0.253092128,0.138093308,0.235294118,524.9,29.54808807,0.121877366,0.000291596,0.000290546,0.000116218,4872,0.44,0.42,0.979057592,0.534650856,0.044339344,0.272,4.898382392,0.251124859,13.99661748,197.3722972,74.47836055,10.9,0,0.106881406
AL,Houston County,9647.190512,0.202697971,4.66568897,4.766954564,0.105193662,0.192497828,0.381,7.1,0.306,0.665445557,0.135237018,0.25,588.4,35.07194245,0.110702235,0.000843348,0.000668436,0.001441913,4859,0.42,0.45,0.909174312,0.592885376,0.04042082,0.219,5.141591486,0.422504251,11.97937631,487.7884842,72.67636963,10.7,0,0.134510352
AL,Jackson County,11088.1462,0.232447618,5.032927396,5.065956082,0.089480355,0.199589209,0.387,7.9,0.291,0.471903357,0.134920163,0.25,263.9,38.67871259,0.130509417,0.000539406,0.00034792,0.000463894,5903,0.42,0.42,0.901172529,0.446777813,0.041091175,0.268,5.040583263,0.308968004,9.054306575,316.9849481,96.21761281,11,0,0.10804713
AL,Jefferson County,10969.5082,0.196963021,4.410889766,4.736544474,0.11328534,0.176220453,0.346,6.3,0.301,0.7862775,0.146886435,0.16152019,914.9,29.51960335,0.100494849,0.001075551,0.000882754,0.001768542,4653,0.43,0.44,0.887338111,0.681047602,0.03711618,0.226,5.340298508,0.425761569,14.4418133,872.7500202,97.26665248,13.4,0,0.167624869
AL,Lamar County,11927.62734,0.24255311,5.210485954,5.147942525,0.095463138,0.20430552,0.357,7.8,0.365,0.103131008,0.129666905,0.071428571,415.9,42.06773619,0.115316983,,0.0002167,0.000144467,5184,0.36,0.4,0.942857143,0.526038233,0.038105226,0.253,5.049253831,0.210612512,7.887566327,162.2117216,80.3673938,10.3,0,0.106489185
AL,Lauderdale County,9035.057259,0.201258334,4.668641982,4.758548473,0.098630989,0.166560043,0.325,7.6,0.285,0.654920234,0.137467554,0.253012048,427.9,22.77187058,0.112851588,0.0005079,0.000552026,0.001547837,5323,0.4,0.49,0.943852856,0.593270003,0.041906932,0.179,4.523242916,0.326815186,14.80472887,268.6032092,77.76469699,11,0,0.125912409
AL,Lawrence County,11825.56396,0.218338031,4.88277199,5.04845692,0.08522283,0.201876462,0.326,8,0.364,0.48985119,0.143314551,0.276595745,142.2,38.16907708,0.140286299,0.000151291,9.10277E-05,0.001244045,7507,0.39,0.4,0.880555556,0.48394783,0.041885193,0.314,4.901549018,0.297004992,13.61614572,260.4530022,102.5072057,11.3,0,0.106231231
AL,Lee County,6973.45029,0.214639078,4.490927657,4.634511993,0.086847122,0.175601404,0.299,6.4,0.213,0.677490428,0.157476032,0.287356322,324.2,16.50008616,0.10350185,0.000525977,0.000298888,0.000860066,4208,0.37,0.42,0.911430281,0.726527801,0.036207035,0.193,6.336576709,0.358082184,8.044355338,415.637401,57.55330592,12.1,1,0.192314335
AL,Limestone County,7722.208551,0.201140456,4.519329683,4.758755927,0.092993631,0.181733566,0.339,8.1,0.293,0.609673601,0.149633832,0.261682243,313.6,24.20817998,0.110140422,0.000338976,0.000270343,0.0004783,5987,0.43,0.46,0.920074349,0.587957545,0.035453967,0.158,5.127206694,0.256305481,9.109976484,160.1237419,61.40251063,11.8,0,0.113016368
AL,Lowndes County,15840.44178,0.303559106,5.486274035,5.183127879,0.140291807,0.226159112,0.469,4.6,0.337,0.048676874,0.103537299,0.3125,1052,36.00729262,0.108228317,9.92457E-05,,,5247,0.42,0.32,0.913043478,0.352064708,0.073103448,0.396,6.478165013,0.67505423,5.954743946,671.0192238,122.4585002,10.9,0,0.194575472
AL,Macon County,12688.78087,0.298633381,5.412811684,5.300740238,0.136294028,0.214146964,0.496,4,0.323,0.313397352,0.107350451,0.351851852,1237,21.70113603,0.105546822,0.000373234,0.000271164,0.004067466,5948,0.32,0.33,0.8,0.560347094,0.054631525,0.397,6.751067503,0.600119546,6.931484937,734.3124166,101.386674,11.7,1,0.198989261
AL,Madison County,8270.305986,0.192578253,4.365622504,4.654893806,0.097419731,0.168201727,0.329,7.5,0.22,0.693134336,0.155802588,0.320441989,625.4,19.91511988,0.094393471,0.000883544,0.000542946,0.001435123,5439,0.46,0.45,0.931943747,0.731953434,0.034603231,0.169,5.240480881,0.300582816,10.80194767,610.7231592,63.25786389,11.6,0,0.119435513
AL,Marengo County,12171.58483,0.262417374,5.285484211,5.234950396,0.12386707,0.213560004,0.422,5.5,0.324,0.429352737,0.118698027,0.35483871,800,27.69580023,0.097974289,0.00036129,0.000262247,0.000367146,4803,0.37,0.33,0.909090909,0.507364256,0.050072473,0.345,7.483942951,0.437108326,17.03225807,449.4152495,93.63677075,10.6,0,0.180981595
AL,Marion County,11106.40739,0.222565047,4.912018071,4.947847815,0.094815507,0.190602036,0.368,7.9,0.313,0.470334027,0.140349001,0.161290323,298.3,41.02564103,0.114080834,0.000335199,0.000167994,0.000100796,8236,0.35,0.39,0.902173913,0.556064411,0.040879751,0.274,4.78808713,0.26485623,10.39117756,295.8973336,93.31280452,10.5,1,0.1113336
AL,Marshall County,10062.94593,0.223946531,4.965234306,5.051931782,0.081305191,0.210178535,0.344,8,0.362,0.544189897,0.141965608,0.240963855,344.3,46.30357845,0.15643577,0.000554695,0.000353765,0.002434736,6189,0.36,0.43,0.922893482,0.520299329,0.033827879,0.279,4.917149099,0.343721944,10.25662494,286.2690824,87.57284612,11.8,0,0.139291933
AL,Mobile County,10464.35973,0.223990914,4.527724336,5.154593676,0.118223952,0.193699692,0.363,6.4,0.306,0.702175829,0.151932981,0.349333333,732.4,35.51484897,0.117198902,0.000671571,0.000509961,0.000923247,6431,0.35,0.41,0.837099204,0.595264854,0.046946202,0.314,5.271608361,0.440721729,11.66793492,548.14738,81.85942946,10.8,1,0.166180475
AL,Monroe County,12611.65879,0.300161959,5.673768195,5.299630073,0.121727749,0.23257539,0.418,5,0.337,0.515432634,0.112303331,0.290322581,576.7,36.85741998,0.127897351,0.000375111,0.000237338,0.000854417,5990,0.39,0.37,0.88030888,0.408089022,0.061749092,0.316,8.40203675,0.561788618,12.66000844,492.3091419,92.05534479,10.4,0,0.105231509
AL,Montgomery County,9820.775786,0.238750862,5.039619345,4.666580357,0.124235422,0.196831529,0.377,5.5,0.287,0.737847866,0.138510067,0.282208589,1247.8,36.94868027,0.110054222,0.000975089,0.000744143,0.001435133,6020,0.43,0.38,0.816081331,0.621948048,0.039960598,0.313,5.488204456,0.519375176,15.04548944,531.7145579,70.17444625,11.9,0,0.183041648
AL,Morgan County,9540.78076,0.205542823,4.557816378,4.667527437,0.08768373,0.188557062,0.324,7.9,0.266,0.592292242,0.135503695,0.260273973,297.9,37.46970239,0.115602522,0.000488142,0.000520619,0.001444298,6098,0.41,0.44,0.901960784,0.559087535,0.035197643,0.201,4.595366869,0.310423573,12.54018751,180.7332486,80.35685827,11.6,0,0.134409184
AL,Perry County,14264.36598,0.354290541,6.403329096,5.8770634,0.142857143,0.260030886,0.434,4.9,0.346,0.52724011,0.096865673,0.583333333,1199.3,23.06149733,0.114809883,0.000321234,0.000218818,0.000328228,5342,0.38,0.23,0.930693069,0.546397097,0.065351781,0.528,4.714705594,0.759304012,10.70778456,381.4147018,77.84393343,10.7,0,0.178125
AL,Pickens County,9794.391914,0.265932648,5.211549071,5.002322506,0.130128205,0.21199123,0.349,7.1,0.255,0.058847362,0.123290133,0.227272727,684,34.88661849,0.116072035,0.000396511,0.000150466,0.000150466,6592,0.41,0.46,0.981818182,0.533479474,0.045611787,0.308,5.82206738,0.434411839,9.912767645,166.2155103,84.58988659,10.5,0,0.142388451
AL,Pike County,10402.61329,0.245541632,5.088885958,5.054337662,0.103501347,0.206046562,0.362,6.2,0.278,0.514179762,0.150095128,0.384615385,1076.1,18.06282723,0.129166508,0.000480957,0.000269962,0.000479933,5568,0.45,0.38,0.872852234,0.596498427,0.045042679,0.306,6.953474775,0.464164872,10.52093666,564.4020349,61.32534901,11,0,0.1578125
AL,Randolph County,10407.06325,0.213892945,4.761789378,4.902724331,0.093178037,0.189983575,0.374,7.2,0.342,0.406668703,0.140068235,0.407407407,441.1,41.21189311,0.132276625,0.000308778,0.000132013,0.000264026,3494,0.32,0.33,0.918088737,0.495438318,0.040155169,0.314,5.090426591,0.388321764,9.263343626,196.4983552,95.33729984,11,0,0.15132336
AL,Russell County,11234.37484,0.254631488,5.024273935,5.01588296,0.104044303,0.217913198,0.451,6.6,0.315,0.643492549,0.132876459,0.186813187,697.7,39.02792307,0.11304654,0.00026295,0.000259601,0.000415362,5042,0.38,0.4,0.881458967,0.614674412,0.040205448,0.316,5.198554823,0.462149094,9.992111491,504.9962394,88.61790287,12.1,0,0.167897918
AL,St. Clair County,9942.758026,0.192725713,4.53789553,4.604376116,0.087709497,0.183353013,0.366,8.4,0.307,0.42332492,0.151483442,0.183673469,242.6,31.56971646,0.100410683,0.00017007,0.000293156,0.000202954,6284,0.38,0.39,0.884057971,0.554918647,0.034951995,0.15,4.215113307,0.263237139,8.616877742,299.3994771,95.28607478,12,0,0.105560792
AL,Shelby County,6106.016075,0.1648944,3.979322809,4.143065263,0.072837633,0.155611575,0.35,8.6,0.25,0.836983879,0.170496551,0.215517241,254.2,14.11779212,0.078591341,0.000805225,0.000509951,0.000797378,5125,0.41,0.44,0.942215855,0.764675473,0.028514231,0.089,4.180078388,0.193382148,11.14206128,263.6228776,60.55138719,12,0,0.10554385
AL,Sumter County,13159.07105,0.336330161,5.869336911,5.43458163,0.122877123,0.22491915,0.428,4.6,0.376,0.363220228,0.107197379,0.366666667,985.3,23.57071214,0.113622162,0.000551746,0.000157592,0.000157592,5643,0.46,0.28,0.769784173,0.569801771,0.058934564,0.481,7.560845305,0.588025377,9.458500828,435.4801742,106.6674912,10.4,0,0.232581967
AL,Talladega County,12063.08916,0.231971243,4.820209004,4.975095364,0.116282895,0.231598623,0.388,7,0.349,0.480210473,0.139320334,0.263636364,729.4,33.5198657,0.103020411,0.000312246,0.00028812,0.000187904,5467,0.36,0.34,0.927023945,0.520118551,0.04279833,0.264,5.008697753,0.457808638,12.36495348,468.5727744,101.4471132,11.5,0,0.131754609
AL,Tallapoosa County,10543.51064,0.228473068,4.777743193,4.979142399,0.149742931,0.181800672,0.36,7.2,0.3,0.688052672,0.131824481,0.230769231,521.1,43.06220096,0.119048369,0.00049163,0.000271625,0.000296318,4305,0.34,0.43,0.898924731,0.49884152,0.041863606,0.307,5.555796316,0.435194942,14.01145498,638.9143409,86.80129859,11.4,0,0.170746634
AL,Tuscaloosa County,8773.640749,0.2026233,4.504062883,5.044328593,0.109065887,0.178726324,0.346,7.1,0.3,0.756606526,0.160519881,0.331606218,947.5,21.20310087,0.093086831,0.00072181,0.000478673,0.001321137,5853,0.45,0.44,0.885245902,0.643049393,0.036566275,0.209,5.017339356,0.375601551,11.06774906,401.7177234,60.93223403,11.3,0,0.170570699
AL,Walker County,15205.87371,0.243717189,5.209901213,5.37842956,0.101895735,0.226809846,0.396,7.5,0.357,0.439849007,0.138363031,0.244897959,360.6,45.579597,0.116707665,0.000405882,0.000470876,0.00045518,6561,0.43,0.4,0.903584672,0.529078947,0.042495623,0.247,5.050161717,0.320888701,14.67420151,449.8501783,112.2098541,11.6,0,0.122643382
AL,Washington County,12133.23899,0.230408588,4.996434068,4.965005043,0.122909699,0.207900921,0.329,7.2,0.341,0.182867869,0.139897823,0.4,483.9,32.04449153,0.13909465,0.000181477,0.000122115,0.00024423,5311,0.32,0.28,0.926724138,0.495662233,0.058347083,0.258,5.049040775,0.404884668,15.12310205,243.104535,127.2463177,10.1,0,0.100572363
AL,Wilcox County,12986.86179,0.294418661,5.454238218,5.206784621,0.140904311,0.220666302,0.477,2.5,0.368,0.057412168,0.109988965,0.48,653,39.51584194,0.105188846,0.000373169,9.40999E-05,9.40999E-05,4464,0.32,0.23,0.832167832,0.39448052,0.095830285,0.506,5.762843994,0.608880309,6.530459931,644.666847,106.4435024,10.4,0,0.126649077
AL,Winston County,10860.0704,0.214314198,4.820298169,5.013005583,0.103971963,0.196479681,0.378,8,0.322,0.763723248,0.135600394,0.2,248.7,43.47826087,0.127727544,0.00042155,0.000169062,8.45309E-05,13447,0.38,0.4,0.928571429,0.53070926,0.041918004,0.276,4.353599446,0.31573645,9.274091561,107.4801619,78.84979952,11,1,0.104928458
AK,Alaska,8048.675016,0.180801761,4.032359091,3.900052937,0.058613435,0.210078537,0.325,6.3,0.2,1,0.212939379,0.380577428,802.1,27.10852815,0.147576279,0.000909712,0.000999406,0.004327143,2904,0.35,0.35,0.785112217,0.650328128,0.065875378,0.145,4.10913408,0.296414178,11.35449685,720.2632714,93.22492462,,0.551724138,0.205167143
AK,Aleutians East Borough,,0.168345209,3.41331764,2.783743216,,0.166468109,0.505,5.3,0.3,1,0.166257961,,385.8,,0.278608583,,0.000284495,0.000853485,,,,0.888888889,0.490490491,0.029728565,0.125,4.242061135,0.506224066,0,,,,1,0.126582279
AK,Aleutians West Census Area,2854.851635,0.151726265,3.011439277,2.53281761,0.075630252,0.151428234,0.443,7.6,0.301,1,0.19197816,1,277.6,,0.202348864,0.000347042,0.001048401,0.001223135,,,,0.90625,0.528617711,0.035408022,0.081,3.013788768,0.32788671,0,294.6175637,41.98005947,,1,0.189873418
AK,Anchorage Borough,7680.076172,0.149911071,3.503084771,3.231415951,0.062649832,0.15041432,0.318,8,0.176,1,0.214687602,0.271929825,857.1,24.27382635,0.127414206,0.001104105,0.001245121,0.004126392,2794,0.37,0.38,0.806091087,0.709646417,0.054939125,0.121,3.837479855,0.299302665,11.31283208,1006.657195,84.37846031,,1,0.162189197
AK,Bethel Census Area,14126.36088,0.239638747,5.378380369,4.59547527,0.060249074,0.304180171,0.31,2.9,0.313,1,0.215902878,0.6,3252.9,61.5886416,0.197784235,0.000995796,0.001427317,0.022123408,2625,0.16,0.1,0.616766467,0.35727949,0.127702703,0.412,5.672459294,0.363449692,3.872538172,,175.4113285,,1,0.602634468
AK,Bristol Bay Borough,,0.153852694,3.672535907,3.632117873,,0.181376436,0.418,6.9,0.288,1,0.211552165,0,,,0.174386921,0,0.001140251,0,1567,0.35,0.32,0.853658537,0.610619469,0.063492064,0.152,3.883701775,0.355670103,0,0,222.6675573,,0,0.152777778
