state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,opioid_hospital_visits_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,childhood_immunizations_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
US,United States,6900.630354,,,,0.080892613,,0.285,7.7,0.222,0.838944817,,0.285715097,497.3,24.71032641,0.100088588,0.000754309,0.000684307,0.00228689,,,,0.846,0.652256398,0.043555688,0.184,4.941485753,0.332516848,9.300353201,386.4648965,67.38726382,,,0.183730895,0.764422314,0.352,79.06385041,339.5,50.28004417,5.888756901,,,0.102,362.3,0.129,0.059012425,19.19814709,11.19915613,,0.120802892,0.046702193,0.000882374,0.069609858,60336,0.519629306,,,5.4,11.3,0.638186806,0.151241788,325719178,0.226131536,0.156142722,0.124808018,0.012600716,0.058298867,0.002411498,0.180974081,0.607281046,0.044553924,0.50752633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Alabama,9917.232898,0.214024057,4.40045752,4.577366748,0.101454926,0.215381544,0.351,5.8,0.282,0.616496183,0.141781459,0.285902503,543.6,33.11347994,0.107717996,0.000653877,0.000476127,0.000905073,5496,0.42,0.42,0.893,0.598647499,0.043967852,0.244,5.238579235,0.381046162,12.24271585,479.9191819,79.90897905,11,0.074626866,0.149121502,0.858685286,0.337,75.41303499,472.4,71.78604171,8.510565722,0.14016049,0.145488312,0.139,302.4,0.165,0.07921425,15.94160345,19.40428177,0.377209546,0.138499883,0.026653898,0.000755937,0.083314057,48193,0.517414532,56.99891266,51.16147329,9.4,19.8,0.685743754,0.129176078,4874747,0.224724073,0.16488466,0.265209046,0.006996876,0.014634195,0.001074722,0.043296196,0.655798547,0.010748457,0.515905954,0.409631829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Autauga County,8824.057123,0.184111244,4.200577983,4.306739284,0.084757194,0.191246585,0.375,7.2,0.311,0.686775027,0.168780151,0.288135593,341.2,26.52420801,0.085009665,0.000415043,0.000324301,0.000162151,6599,0.44,0.41,0.9,0.60854665,0.038635223,0.193,4.636663878,0.247000969,12.63173091,272.2822201,74.0318084,11.7,0,0.149546458,0.859650565,0.383,76.33058901,438.7,53.27944148,7.699275362,0.128244345,0.126383571,0.142,225.5,0.134,0.11991125,9.623076137,20.37715798,0.359054061,0.109611038,0.024761905,0.000306284,0.080116533,58343,0.479316643,29.9453928,27.14756927,5.2,17.7,0.732877363,0.126452058,55504,0.239370136,0.15119631,0.192544682,0.004756414,0.012791871,0.00104497,0.028574517,0.744739118,0.008285483,0.513422456,0.420021623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Baldwin County,7224.63216,0.180604578,4.098747769,4.249648781,0.083386828,0.167954852,0.31,8,0.238,0.719710312,0.167149687,0.31875,338.8,29.59400943,0.10699288,0.000728797,0.000498523,0.000912392,3833,0.45,0.45,0.863615768,0.661339263,0.039883364,0.147,4.518559604,0.25184091,10.6922129,203.6603963,69.37428899,10.3,1,0.138317253,0.847194235,0.405,78.59949766,348.4,47.00001659,5.851337449,0.126220016,0.128225582,0.113,163.9,0.123,0.054244266,16.32261162,15.09236384,0.333058681,0.135703108,0.032380267,0.000522039,0.078257402,56607,0.450791312,43.90836097,33.2400592,2.9,14.4,0.728593383,0.12795922,212628,0.218484866,0.199470437,0.089531953,0.007760032,0.011564799,0.000686645,0.045502004,0.830473879,0.004545123,0.51452772,0.422790991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Barbour County,9586.165037,0.257734156,5.067438304,4.634994147,0.109526235,0.215408776,0.443,5.6,0.282,0.536256692,0.126987154,0.296296296,557.9,45.0928382,0.125131966,0.000385134,0.000356154,7.91452E-05,4736,0.46,0.37,0.814102564,0.367740081,0.059009228,0.503,5.755062606,0.572157434,8.472944348,414.2778607,72.90013441,11.5,0,0.154555315,0.834043533,0.338,75.77945737,469.8,77.08002721,,0.162161596,0.146323106,0.18,436,0.232,0.107396666,,20.96695286,0.385631671,0.165422397,0.029014237,0.000237436,0.120448179,32490,0.737698082,27.1024881,24.31376525,7,15.2,0.625068001,0.135867652,25270,0.207637515,0.188246933,0.47942224,0.006529482,0.004629996,0.001859913,0.042065691,0.459556787,0.011992732,0.472299169,0.677896347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Bibb County,11783.54368,0.199969119,4.363377278,4.315710019,0.111050028,0.199164042,0.378,7.6,0.349,0.162513637,0.159251508,0.272727273,302.1,45.45454546,0.096800753,0.000574129,0.00026469,8.82301E-05,5998,0.44,0.39,0.837638376,0.484063104,0.043851399,0.273,4.254594439,0.295654036,10.15766462,89.34912598,100.0779368,11.2,0,0.109608541,0.863659023,0.486,73.92827108,563.7,111.7496807,14.79289941,0.131629683,0.128540361,0.149,191.9,0.158,0.02601627,22.09326303,25.2724688,0.381488654,0.12297319,0.026194468,0.000926416,,45795,0.65329687,39.37665069,38.49942387,8.2,21.3,0.753614806,0.087338893,22668,0.206061408,0.160225869,0.214575613,0.00427916,0.002205753,0.001146991,0.026380801,0.742985707,0.003943477,0.464531498,0.683526075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Blount County,10908.10182,0.210953232,4.512752648,4.701599259,0.079268293,0.196521582,0.344,8.5,0.285,0.229493039,0.153787219,0.21875,114.3,35.60055524,0.121140042,0.000225288,0.00020685,0.000103425,4162,0.36,0.38,0.934687954,0.544139975,0.04021393,0.185,4.126883464,0.295697329,9.011507001,482.6906109,105.1972275,11.7,0,0.10401153,0.867922751,0.597,74.59776688,501.8,76.03293524,6.184687567,0.137200568,0.138279427,0.143,95.4,0.11,0.028801498,24.79958475,25.71177105,0.359450104,0.155646042,0.034301362,0.000189613,0.151054591,48253,0.533117932,45.6811828,21.20576132,7.4,19.7,0.785210247,0.081944952,58013,0.233499388,0.178425525,0.014600176,0.006326168,0.003016565,0.001172151,0.095650975,0.869443056,0.018700043,0.506886388,0.89951502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Bullock County,12066.91026,0.294077139,5.22661939,4.791918477,0.137320044,0.234782912,0.394,4.2,0.292,0.266904893,0.128963173,0.607142857,733.9,54.59317585,0.132064834,0.000289519,0.000194005,9.70026E-05,6767,0.44,0.26,0.702479339,0.336206897,0.04925187,0.483,6.599523479,0.761574074,9.650646593,311.0273327,109.9109342,11.2,0,0.207598372,0.730769231,0.473,73.11753012,568.2,135.4707609,,0.166324794,0.148400547,0.2,691.3,0.26,0.197433507,,46.07920202,0.450206359,0.176718093,0.027890238,0.000776021,,29113,0.689701897,21.18399108,19.54319235,,19,0.70027248,0.193948127,10309,0.207100592,0.158211272,0.691628674,0.008439228,0.001940052,0.00776021,0.082452226,0.213017752,0.011046924,0.455330294,0.513743815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Butler County,14018.60626,0.265026132,5.117432617,5.134573082,0.124117647,0.221976555,0.402,6.5,0.347,0.485797489,0.130428113,0.3125,827.7,42.14559387,0.106670843,0.00030003,0.000302648,0.00035309,7962,0.42,0.35,0.815899582,0.384441708,0.054884865,0.33,5.122785583,0.525643848,11.50115012,581.5840052,95.48628379,10.6,0,0.137802607,0.835629017,0.318,73.50538502,577.1,122.7714316,,0.161979282,0.154742051,0.179,268.4,0.217,0.029261219,,26.85607265,0.419110839,0.139828281,0.024958403,0.000655738,0.130869131,36842,0.785691472,34.92788416,34.34164107,17,23.9,0.70070922,0.112630609,19825,0.227339218,0.19556116,0.446153846,0.003783102,0.010290038,0.000504414,0.014375788,0.515964691,0.007127019,0.534325347,0.712321574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Calhoun County,12217.75998,0.195847014,4.290448066,4.476572166,0.0900233,0.204622318,0.371,6.9,0.302,0.447137604,0.15431677,0.178571429,587.5,37.04963896,0.111982059,0.000645662,0.000645004,0.000984938,6450,0.33,0.38,0.923680457,0.575222157,0.049339652,0.242,4.983813569,0.392977718,14.30927223,756.0665443,82.06214909,11.8,0,0.145388108,0.850223595,0.306,73.1029477,572.2,77.01345761,7.831777706,0.130209526,0.138065685,0.162,211.2,0.167,0.091785666,19.13270853,18.2108123,0.41314344,0.144313164,0.023045236,0.000505544,0.074612403,45937,0.590292887,47.12809615,41.2247915,10.3,24.2,0.693917825,0.11579095,114728,0.217897985,0.173122516,0.207900425,0.005290775,0.009910397,0.001124399,0.037497385,0.723110313,0.008809683,0.519306534,0.336968256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Chambers County,11273.17098,0.252198355,5.037044668,4.93264621,0.124460432,0.220403696,0.403,6.3,0.324,0.618646792,0.135284509,0.342105263,792.3,49.5748667,0.10656983,0.00050232,0.000207635,5.93243E-05,5511,0.38,0.43,0.862385321,0.471399387,0.040788087,0.296,4.739234303,0.484055944,17.72892474,528.9997362,81.21612317,11.4,0,0.160681901,0.871076469,0.309,74.12227764,536.3,86.7062047,8.064516129,0.154282077,0.145600024,0.17,366.9,0.195,0.103285583,,23.95763282,0.372665748,0.13522138,0.024853202,0.000148311,0.126634549,36883,0.559180075,26.56288049,25.58816395,9.7,23.5,0.664743683,0.128283541,33713,0.211372468,0.190786937,0.394892178,0.002966215,0.012487764,0.000444932,0.024382286,0.554978792,0.001538945,0.521252929,0.491480345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cherokee County,11294.41054,0.192915935,4.277917079,4.681252945,0.082324455,0.191448526,0.363,8.5,0.318,0.334295279,0.152327307,0.178571429,169,41.12258819,0.118954248,0.000349854,0.000154697,0.000193371,6577,0.33,0.43,0.949044586,0.500636017,0.040540541,0.25,4.786069357,0.264224474,10.1068999,330.438792,105.6438491,11.4,0,0.154698582,0.849758504,0.434,74.34657229,536.9,,,0.130095569,0.13643444,0.135,90.1,0.125,0.002211124,14.20436203,33.56092408,0.353550708,0.149392087,0.029816947,0.000696136,,44842,0.638398408,36.49800235,33.66596476,8.3,24.7,0.781380269,0.103925417,25857,0.197122636,0.226166995,0.042154929,0.006303902,0.002977917,0.000309394,0.016436555,0.916850369,0.00097225,0.503190625,0.85736273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Chilton County,10831.91736,0.214653072,4.736277114,4.625572407,0.086144266,0.19673275,0.353,8.1,0.312,0.472423986,0.150643127,0.1875,307.3,49.34497817,0.142112626,0.000182062,0.000272313,0.000408469,3791,0.42,0.4,0.882059801,0.387989145,0.040485406,0.226,4.969531974,0.352090962,16.38560797,507.810721,90.06837008,11.2,0,0.130582076,0.831761187,0.492,74.19263044,541.5,63.69276497,6.79383329,0.144453795,0.142607041,0.147,99.5,0.136,0.01460531,12.12571333,25.36197719,0.351745693,0.183393253,0.038842135,0.000136156,,46405,0.637055183,35.16596372,28.86749084,6.2,15,0.752922233,0.124749624,44067,0.238750085,0.163591803,0.100801053,0.005468945,0.004992398,0.001724647,0.077858715,0.801847187,0.022532529,0.508271496,0.867447242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Choctaw County,12047.18708,0.241112849,4.738148772,4.756276958,0.110042735,0.190620596,0.413,6.4,0.326,0.275633163,0.130252404,0.583333333,375.3,30.3133515,0.112832737,0.000384823,0.000463499,,4778,0.45,0.36,0.786324786,0.552517986,0.063883764,0.348,5.771077784,0.426552622,20.78042023,128.4146626,103.2540201,10.1,0,0.133632287,0.817966903,0.459,74.28412612,536.1,,,0.146574409,0.142080999,0.162,220.3,0.205,0.072904191,,40.81676495,0.382911743,0.141140339,0.032093363,0.000463499,,36711,0.642907551,39.59421934,37.86220528,11.8,22.8,0.801574227,0.092144123,12945,0.200926999,0.227423716,0.41629973,0.001776748,0.001467748,0,0.009733488,0.564619544,0,0.527153341,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Clarke County,9688.373844,0.277005286,5.034122472,4.803871485,0.129544291,0.209333227,0.396,5.4,0.323,0.238648241,0.133536953,0.3125,633.4,40.77082338,0.113806544,0.000573959,0.000290662,0.000664369,5857,0.4,0.29,0.909090909,0.386678668,0.08484456,0.319,8.165117393,0.346354167,18.4486717,475.312436,79.47965159,10.4,0,0.126819127,0.836643178,0.343,75.89374365,456.8,69.13079547,,0.158328396,0.146267438,0.185,162,0.241,0.111547123,,30.43213634,0.408447797,0.145920942,0.027313567,0.0005398,0.104261796,36719,0.576981323,16.49695584,14.69164407,,17.8,0.659862529,0.133308014,24083,0.218785035,0.192791596,0.441556285,0.004941245,0.005024291,0.000166092,0.013245858,0.527467508,0.001977729,0.527841216,0.759803352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Clay County,9666.041236,0.205876348,4.472032396,4.586048237,0.095528455,0.191394044,0.377,7.9,0.306,0.639750215,0.148191337,0.3,287.8,41.79620035,0.134434634,0.00037059,0.000149622,0.000149622,5644,0.4,0.41,0.898089172,0.408272182,0.043698654,0.255,4.905323194,0.375573597,11.85887934,309.0672128,80.05692937,10.6,1,0.14298893,0.875231396,0.394,75.39303201,509.7,,,0.137920171,0.13857781,0.147,190.9,0.145,0.023268799,,22.16382231,0.385405249,0.168694761,0.037800687,0.000448867,,39642,0.600723141,22.60534808,22.26690197,,17.8,0.764705882,0.0867727,13367,0.20573053,0.202438842,0.138325728,0.005760455,0.002468766,0,0.03119623,0.805042268,0.004477612,0.51051096,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cleburne County,11985.55531,0.183009839,4.350971986,4.623916344,0.08881579,0.197105118,0.345,8,0.287,0.414841037,0.159700472,0.32,252,41.3169787,0.118995997,0.000268025,,0.000402685,5505,0.28,0.35,0.980295567,0.499145786,0.044583769,0.224,4.911402157,0.204872322,8.710801394,103.3333333,102.7817823,11,0,0.116017316,0.818248309,0.495,73.62978506,586.8,86.72400087,,0.13279598,0.136615623,0.131,111.3,0.139,0.020717158,,29.64152874,0.335047847,0.152906977,0.03433718,0.000201342,,45480,0.565799541,53.81927435,37.65021145,,17.4,0.74415382,0.121573746,14900,0.229463087,0.191073826,0.030805369,0.004630873,0.002013423,0.000738255,0.024228188,0.92738255,0.008889205,0.504161074,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Coffee County,7933.129666,0.202268714,4.548244453,4.606066663,0.082015364,0.182012209,0.334,7.5,0.303,0.571754625,0.155284197,0.409090909,467.5,29.52514456,0.108041208,0.000546597,0.000327717,0.000539769,4614,0.4,0.41,0.925170068,0.604942038,0.043877897,0.248,4.783428571,0.368107795,15.81228283,276.2080442,59.72876116,10.9,0,0.122129436,0.866465093,0.245,77.20313581,408.5,53.41770592,6.885828521,0.135931466,0.134452726,0.148,143.3,0.147,0.059812031,7.128461354,15.92463457,0.373047319,0.138727183,0.03232164,0.000636157,0.065536723,51998,0.47070213,37.06082521,28.14893284,3.4,13.3,0.65351682,0.106110012,51874,0.237247947,0.165651386,0.173400933,0.014130393,0.015846089,0.004163936,0.071018237,0.702471373,0.012587675,0.507074835,0.471950829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Colbert County,10332.48404,0.202499366,4.33704826,4.491632202,0.100302537,0.183711465,0.325,7.4,0.33,0.552822077,0.158227726,0.178082192,473,33.97929387,0.0970501,0.000682455,0.000422018,0.000311927,6478,0.4,0.47,0.921367521,0.560496301,0.052095964,0.222,4.934538942,0.355801389,17.33805519,400.0073565,69.08386708,10.7,0,0.145462734,0.890733184,0.272,74.85102703,497.5,64.5369474,9.327911983,0.131134044,0.13365516,0.176,93.3,0.153,0.065517045,7.358802968,23.61640658,0.36950783,0.12293909,0.02507313,0.001321101,0.06394453,46100,0.517249907,26.38915276,24.54987342,4.2,17.3,0.728244553,0.130513137,54500,0.210110092,0.196,0.160788991,0.006458716,0.005816514,0.000568807,0.025504587,0.784752294,0.003952569,0.520201835,0.438946866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Conecuh County,10635.36516,0.290695147,5.570187931,5.280280409,0.144467213,0.234799972,0.387,5.2,0.346,0.371257938,0.114525511,0.264705882,552.5,41.46063142,0.127990806,0.000484066,0.000160398,0.000641591,11309,0.37,0.44,0.803738318,0.346138769,0.061403509,0.429,4.922126484,0.456874774,9.681323114,387.409201,90.34282726,10.3,0,0.171179884,0.89966641,0.429,75.03381156,536.7,,,0.179444004,0.165192679,0.195,262.3,0.239,0.132297763,,25.79082519,0.42320373,0.163595123,0.029301277,0.000240597,,30796,0.610333692,21.83691393,19.2007057,,19,0.775657337,0.115908024,12469,0.210281498,0.219183575,0.461785227,0.004731735,0.002085171,0.000320796,0.019969524,0.499077713,0,0.519688828,0.809495011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Coosa County,12713.32637,0.239876076,4.824660434,4.707157119,0.134932534,0.205045703,0.404,6.9,0.31,0.083109455,0.13531704,0.21875,440.9,45.27363184,0.133438754,,,9.29887E-05,4725,0.39,0.39,0.827160494,0.449612403,0.046228151,0.276,4.284155062,0.363254593,9.450902561,254.8321954,115.1496016,11,0,0.160674157,0.832,0.394,73.41610072,528,,,0.150079758,0.144154147,0.186,149.7,0.163,0.101248075,,41.04764175,0.36809372,0.160697602,0.038001041,9.29887E-05,,42442,0.681632653,56.49475755,56.65247776,,24.1,0.803282588,0.116939611,10754,0.164031988,0.227636228,0.301748187,0.005858285,0.001487819,0.001673796,0.024270039,0.65770876,0.005394152,0.498047238,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Covington County,11346.01302,0.224492892,4.769999561,4.797046713,0.095768374,0.209398108,0.334,7.5,0.328,0.506182974,0.154018905,0.272727273,448.4,50.89740155,0.123283025,0.000507235,0.00037744,0.00059312,8193,0.43,0.44,0.949029126,0.534269396,0.052409562,0.259,4.616332909,0.321609907,13.34828341,331.1214245,72.80070144,10.5,0,0.13645485,0.867671346,0.269,74.21578352,535.7,84.73806858,8.314678606,0.144747821,0.14119544,0.148,169.9,0.156,0.043703268,,21.95323205,0.359124488,0.159318871,0.028328612,0.00078184,0.110047847,39093,0.589946662,40.16439318,35.83339472,,13.8,0.750801439,0.098696201,37092,0.21832201,0.206648334,0.12417772,0.006659118,0.004879758,0.00010784,0.016526475,0.834034293,0.004186823,0.517739674,0.69651794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Crenshaw County,9259.129617,0.222906023,4.589517957,4.664164618,0.094412331,0.199771366,0.382,6.2,0.3,0.263771034,0.144356462,0.411764706,701.2,41.1622276,0.115066299,0.00014375,0.000144186,0.00050465,6215,0.42,0.37,0.890804598,0.442688972,0.044724949,0.293,5.763152437,0.399347472,10.78128369,331.907361,74.59474968,10.7,0,0.099350046,0.811976475,0.438,74.83108815,500.2,,,0.141538687,0.140616947,0.159,197.5,0.166,0.170390604,,23.54048964,0.375518614,0.146612366,0.034996957,0.000865114,,38419,0.670300916,17.85577182,17.60033327,10.2,20.1,0.710153042,0.097810518,13871,0.230841324,0.187225146,0.233220388,0.005839521,0.010886021,0.000288371,0.021483671,0.711700671,0.013224278,0.515752289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cullman County,10007.61472,0.207041536,4.496509287,4.750576614,0.081045752,0.203406049,0.345,8.3,0.334,0.463211701,0.158956495,0.289719626,337.1,44.52986399,0.128338879,0.000582023,0.000483355,0.001196302,6303,0.45,0.41,0.905198777,0.507361325,0.0371443,0.187,4.622061583,0.277336423,12.61049339,129.3922855,96.98752355,11.6,0,0.136327313,0.882732652,0.349,74.68351768,491.3,47.39785762,6.478209658,0.137452814,0.13863816,0.164,75.6,0.12,0.031096063,21.84192112,22.44405206,0.353742665,0.166522277,0.028699645,0.000797535,0.117098446,45925,0.521975425,78.09238029,22.05228564,3.5,17.8,0.748335852,0.108613974,82755,0.224711498,0.182889251,0.011938856,0.00610235,0.005884841,0.000954625,0.043332729,0.921128633,0.008192558,0.505661289,0.732395592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Dale County,9637.456481,0.226133368,4.716841145,4.441554918,0.085449849,0.186121847,0.373,6.7,0.287,0.483472966,0.143945089,0.4375,571.9,34.82056256,0.110423372,0.000162516,0.000345346,0.000812579,5162,0.43,0.43,0.903162055,0.584775617,0.044342662,0.259,5.234291606,0.361639316,11.17295738,436.7214188,72.76108091,11,0,0.12723449,0.871215856,0.258,75.40785777,484.1,65.16214514,6.161036754,0.144452505,0.136408615,0.156,273.3,0.167,0.105593803,8.107176878,21.55959215,0.408458477,0.142827834,0.026789523,0.000731321,0.130688448,42572,0.626658143,32.12717426,28.20476063,6.9,16.6,0.596918991,0.13338945,49226,0.230934872,0.163429895,0.203652541,0.008653963,0.013610694,0.002072076,0.065128184,0.686182099,0.009535161,0.506967863,0.508885395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Dallas County,13923.69398,0.287051535,5.139038564,5.075556949,0.13919214,0.221968346,0.419,4.3,0.281,0.490597901,0.120164766,0.551020408,1030.9,43.06220096,0.103738145,0.00074985,0.000331506,0.000484509,6574,0.45,0.34,0.861932939,0.491994807,0.075259458,0.432,6.546227811,0.68917567,13.99720056,924.5611684,103.4004538,11.1,0,0.229972586,0.865889213,0.257,71.71567861,637.1,67.11909911,6.973140496,0.173642524,0.165366358,0.166,415.2,0.295,0.115562709,,31.35152641,0.423243532,0.137562705,0.021250881,0.00056101,0.067117117,31329,0.705299505,49.54568436,49.06344229,30.3,38.2,0.591678292,0.179245283,39215,0.243070254,0.173377534,0.700905266,0.002754048,0.00515109,0.000433508,0.010812189,0.273288283,0.000915296,0.538722428,0.456389776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,DeKalb County,10995.27687,0.230974457,4.54743569,4.650328658,0.080979284,0.223633532,0.304,8.4,0.305,0.465356003,0.148939633,0.345238095,251.9,42.3658521,0.165786911,0.000423131,0.000251337,0.000223411,5204,0.33,0.42,0.927429274,0.442250014,0.044906674,0.278,4.651818404,0.326620516,9.026798308,312.3306881,93.33052217,11.3,0,0.130921447,0.865243686,0.301,74.22449164,523.4,52.87527152,6.744225257,0.146116238,0.144119461,0.122,76.7,0.12,0.021669646,29.48789358,21.47818058,0.358159216,0.21775006,0.039144904,0.00057249,0.085807682,39906,0.609686377,54.93033038,30.70509443,5,14.9,0.7124637,0.089606657,71617,0.24496977,0.168270104,0.014773029,0.020176774,0.004538029,0.006450982,0.14835863,0.802030244,0.033365708,0.502757725,0.901306445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Elmore County,8400.134882,0.189579877,4.227616682,4.407985912,0.094993193,0.186610509,0.361,7.6,0.279,0.520900849,0.165722236,0.361445783,419.9,31.60952273,0.085460445,0.000268952,0.00014692,0.00011019,6057,0.48,0.4,0.861572536,0.521460776,0.036416371,0.165,4.352515593,0.335456243,10.88032861,238.6766637,77.42925056,11.9,0,0.112914485,0.862070022,0.456,76.12256617,414.8,64.95791269,6.366597572,0.126340483,0.12773386,0.146,228.7,0.14,0.069430217,8.981644784,19.37936696,0.384243262,0.109909289,0.024918237,0.000306084,0.126066813,59652,0.514774612,29.32072612,29.8850681,7.6,21.1,0.729692598,0.099101699,81677,0.223220735,0.147238513,0.210585599,0.00511772,0.006893005,0.001199848,0.029947231,0.732274692,0.007590954,0.514967494,0.541883661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Escambia County,11920.56993,0.244526237,4.850478435,4.695159577,0.096638656,0.208680775,0.384,6.5,0.3,0.48657324,0.131466349,0.380952381,545.9,47.99380725,0.131824044,0.000397583,0.000347157,0.000480679,7620,0.35,0.35,0.877922078,0.382972104,0.050306578,0.337,5.561145685,0.441282421,15.10814249,446.2453158,120.8395166,10.2,0,0.119326501,0.912974152,0.28,72.88719273,581.3,83.88507744,8.8091354,0.154077706,0.14715057,0.181,226.4,0.198,0.0721994,26.55713325,23.03895094,0.397483296,0.172875701,0.032896277,0.000347157,0.202368692,37870,0.708461122,35.14566843,32.57833292,12.1,22.3,0.717526085,0.102728468,37447,0.222073864,0.172991161,0.318476781,0.036985606,0.002697145,0.000614201,0.023019201,0.600769087,0.005165698,0.487809437,0.635115739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
