state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,school_segregation_raw_value,school_funding_adequacy_raw_value,gender_pay_gap_raw_value,median_household_income_raw_value,living_wage_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,child_care_cost_burden_raw_value,child_care_centers_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,motor_vehicle_crash_deaths_raw_value,juvenile_arrests_raw_value,voter_turnout_raw_value,census_participation_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_or_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian_or_other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_female_raw_value,%_rural_raw_value
AL,Chambers County,11059.44388,0.215,4.073038529,5.506883711,0.126530612,0.217,0.412,6.9,0.322,0.49930979,0.150749832,0.3,481.1,37.35495152,0.132194889,0.000425985,0.000202658,8.68533E-05,3181,0.29,0.44,0.82781537,0.561469447,0.036757237,0.322,4.212493028,0.325020667,18.86505401,101.0221771,9.8,0,0.165055762,0.86978712,0.281,73.76110499,530.5810496,86.39930881,9.063444109,0.126,0.177,0.132,392.6,0.151,0.081029885,10.02667095,0.434,0.163399734,0.039728097,0.000202658,0.883440515,0.153899241,2.634106621,2.497681651,0.163124585,-11972.667,0.785822471,45447,,0.717371324,30.54435793,0.324069796,5.836575876,10.61620713,26.66157777,26.89939626,25.05424882,26.12903226,0.585257515,0.583,106.319597,0.692600777,0.096858847,0.771317534,34541,0.207174083,0.20288932,0.400943806,0.003879448,0.009438059,0.000550071,0.029211662,0.546567847,0.002013546,0.52062766,0.491480345
AL,Cherokee County,11395.89838,0.193,3.884428282,5.491232046,0.082923833,0.227,0.413,7.4,0.286,0.382243402,0.175778235,0.177777778,267.2,32.86565443,0.128447837,0.000380315,0.000160026,0.000240038,3916,0.31,0.47,0.798220872,0.498751201,0.025067751,0.266,4.808899567,0.249740718,8.366927816,98.3828322,9.5,0,0.092687471,0.848207792,0.456,74.0144009,543.2865087,65.34305102,,0.122,0.179,0.11,139.6,0.142,0.050086523,17.82939813,0.382,0.156807512,0.040632506,0.000880141,0.9,0.118701964,2.784754319,2.646747671,0.063600525,80.78809,0.857031497,46365,,0.554656927,42.41744995,0.210848701,5.509641873,8.241758242,22.91301933,25.36432393,31.86813187,15,0.595113691,0.457,1.256435373,0.784874123,0.083333333,0.766714816,24996,0.188550168,0.239758361,0.04112658,0.008121299,0.005320851,0.000280045,0.019283085,0.910705713,0.012559658,0.502400384,0.85736273
AL,Chilton County,10342.20494,0.204,3.937403077,5.467833052,0.090440608,0.221,0.375,7.1,0.308,0.327897987,0.163721384,0.223880597,310.6,42.82034771,0.152629818,0.00022524,0.000287141,0.000728895,4009,0.31,0.41,0.817613153,0.43531081,0.028519509,0.224,4.13153231,0.202682563,14.86586932,88.24088404,9.9,0,0.14534712,0.831147354,0.508,74.39108471,527.1788697,45.0728282,5.838641189,0.125,0.176,0.114,162.3,0.159,0.043695515,18.04809818,0.408,0.194805701,0.048288795,0.000309228,0.88,,2.822341241,2.720820186,0.070423433,-1903.989,0.757625805,55142,,0.508630759,41.50625826,0.245221428,4.05904059,4.856569319,14.5356134,14.93307268,25.25416046,,0.595069337,0.606,40.21484623,0.737893974,0.095503837,0.782514189,45274,0.236913019,0.174669788,0.098798427,0.006339179,0.004947652,0.001722843,0.081415382,0.798626143,0.02339431,0.507288952,0.867447242
AL,Choctaw County,12128.65802,0.225,4.159492966,5.412244649,0.115230461,0.22,0.414,6.1,0.307,0.251638374,0.147815383,0.571428571,357.5,30.34844511,0.126711204,0.000402641,0.000478736,7.97894E-05,3102,0.45,0.34,0.805839888,0.529831145,0.043563494,0.324,6.256082447,0.443155452,19.3267837,97.20001254,9.3,0,0.101886793,0.829108194,0.481,74.2140102,540.4196636,,,0.129,0.178,0.137,261.6,0.169,0.130442755,,0.431,0.15488413,0.045695634,0.000478736,0.925,,2.549412685,2.128404244,0.126660278,-9585.057,0.526880127,40601,,0.752220249,39.3664122,0.306470284,5.714285714,,,,39.87638321,8.333333333,0.732842415,0.512,1.229725391,0.833237383,0.110339019,0.6373057,12533,0.201388335,0.237453124,0.409558765,0.002313891,0.00247347,0,0.012287561,0.564110748,0.002480979,0.524056491,1
AL,Clarke County,14428.01727,0.24,4.283918251,5.218011335,0.131368631,0.233,0.406,5.1,0.32,0.529865292,0.132412205,0.325581395,626.5,38.4279476,0.136983984,0.000472285,0.000351494,0.000922671,3547,0.29,0.3,0.822238613,0.418512209,0.059798084,0.292,5.928471338,0.416811594,16.31531493,98.90367788,9.5,1,0.123212321,0.89686901,0.352,71.73733928,623.8479886,107.5689419,,0.137,0.18,0.142,176.5,0.191,0.183503436,14.1177135,0.409,0.171109069,0.042686628,0.000878735,0.905939716,0.237756714,3.008578223,2.777250911,0.02671658,-8619.8205,0.608528842,45447,,0.683555556,25.59733441,0.305916782,6.968641115,8.879522637,19.75859939,22.63050257,31.96628149,,0.702970297,0.52,45.21602467,0.725212121,0.117445526,0.677939394,22760,0.216036907,0.204745167,0.449692443,0.005887522,0.004525483,0.00026362,0.014674868,0.514982425,0.000775866,0.524340949,0.759803352
AL,Clay County,12553.86547,0.207,4.134327624,5.476398538,0.082433759,0.233,0.386,7.5,0.308,0.64393088,0.158122009,0.391304348,400.5,34.05688623,0.143781739,0.000305064,0.000140944,0.000140944,4412,0.29,0.4,0.830073227,0.420645161,0.02707137,0.276,6.275464847,0.198873053,12.20256254,103.7890525,7.6,0,0.082692308,0.85130597,0.407,72.89639799,573.0531564,,,0.128,0.181,0.118,178.6,0.147,0.029746178,,0.387,0.174899867,0.053517964,0.000422833,0.875,,2.783569439,2.529710142,0.015107133,-4149.087,0.864963581,47036,,0.615299335,29.95475787,0.229441279,8.064516129,,26.33493768,22.5628375,37.397957,6.666666667,0.664111164,0.553,,0.765141693,0.080642004,0.734024819,14190,0.204933051,0.212262156,0.136363636,0.005637773,0.002677942,0,0.032769556,0.804087386,0.001264881,0.508174771,1
AL,Cleburne County,10529.87905,0.193,4.010824031,5.409119336,0.07841484,0.221,0.383,7.3,0.287,0.424282678,0.169115024,0.307692308,194.5,31.10047847,0.134989754,0.000267255,,0.000529696,3277,0.26,0.39,0.830571077,0.49268018,0.025636672,0.221,4.590958444,0.21086262,8.017638805,111.1289632,9.4,0,0.093309859,0.845338983,0.558,74.34666265,522.0678187,80.81104907,,0.122,0.177,0.108,111.8,0.161,0.020248519,,0.369,0.169746096,0.048920863,0.000132424,0.975,,3.122187396,3.075677455,0.100925015,536.1729,0.740877874,49769,,0.484462151,46.33051415,0.216841809,8.092485549,,15.87862444,24.10025707,32.44708263,,0.631454784,0.567,22.77732584,0.772061451,0.064703603,0.72793855,15103,0.230947494,0.196980732,0.028404953,0.004502417,0.00231742,0.000794544,0.027213137,0.924452096,0.005359284,0.506720519,1
AL,Coffee County,9298.356837,0.191,3.889857443,5.430398067,0.086677012,0.196,0.436,6.9,0.302,0.4880202,0.152507514,0.326530612,498.6,25.97171573,0.136944967,0.00046966,0.000350722,0.000922952,3313,0.4,0.36,0.863562205,0.630715816,0.027913788,0.242,4.79074233,0.30620646,12.58688709,70.61144136,9.1,0,0.096612296,0.860356763,0.308,75.26854472,474.9562317,48.52700326,5.404135338,0.117,0.169,0.115,175.8,0.146,0.08991895,8.889961329,0.399,0.171483062,0.050715521,0.000756821,0.947853224,0.086299892,3.020489127,2.87277299,0.076586031,-2322.718867,0.64602375,55052,,0.467188931,43.49239909,0.196032842,4.98132005,5.514183859,14.48823249,20.33916517,18.47251593,17.06896552,0.572107358,0.587,101.7436111,0.691131947,0.096685083,0.838411954,54174,0.239395282,0.171152213,0.16583601,0.014638018,0.01729612,0.004467088,0.088437258,0.689297449,0.013264835,0.505260826,0.471950829
AL,Colbert County,11071.97706,0.186,3.763942043,5.353082359,0.10546697,0.208,0.37,6.7,0.291,0.649850595,0.156303904,0.275362319,597.4,29.500411,0.104551527,0.000631644,0.000487177,0.000521975,4273,0.3,0.47,0.867962367,0.563954761,0.039897698,0.236,4.578796427,0.345056955,16.24226237,77.33557072,8.1,1,0.10808958,0.860950833,0.245,73.87503417,538.3784637,58.72501468,9.270263846,0.116,0.173,0.111,138.1,0.159,0.088293033,12.09087502,0.372,0.12954772,0.034809057,0.001583325,0.935848881,,3.015519633,2.896152953,0.066187515,-2542.7675,0.698345448,53341,,0.516043456,28.73814173,0.280872125,7.228158391,5.482642216,18.59385604,21.52263525,24.28027267,22.69230769,0.648285482,0.662,161.7344056,0.720980565,0.093444844,0.744876325,57474,0.212461287,0.202543759,0.160037582,0.006768278,0.006959669,0.000748164,0.033702196,0.772853812,0.008636932,0.518095139,0.438946866
AL,Conecuh County,15564.97228,0.242,4.305435468,5.608137235,0.138709677,0.239,0.428,6.2,0.35,0.374062258,0.136876528,0.142857143,480.6,31.35179153,0.113617957,0.000421905,0.000176554,0.000529661,8348,0.28,0.42,0.875706867,0.446800731,0.04844607,0.339,4.188248976,0.499388005,7.59429584,106.4544129,9.2,0,0.083424808,0.865038243,0.411,71.1942674,697.5733843,,,0.137,0.181,0.148,316.4,0.16,0.132889727,,0.433,0.142299891,0.032230704,0.000353107,0.875,,2.267557265,2.333427736,0.176404001,-11358.46,0.763116137,35621,,0.721518987,23.50347608,0.390303473,3.937007874,15.04612215,,27.84192339,30.0922443,8.181818182,0.666080662,0.474,28.39729777,0.785287796,0.054281346,0.615715309,11328,0.201359463,0.24134887,0.450300141,0.006267655,0.003001412,0.000353107,0.027542373,0.499558616,0,0.518185028,0.809495011
AL,Coosa County,13476.84837,0.204,3.881282287,5.392858108,0.14516129,0.217,0.415,7.2,0.3,0.045345143,0.161689515,0.3,647.1,33.29694323,0.117038008,,,0.000191388,2604,0.34,0.44,0.850949173,0.460584588,0.030854248,0.299,4.118488006,0.283018868,11.26760563,112.4374567,9.6,0,0.114143921,0.779172821,0.373,73.92512749,573.8716884,156.7398119,,0.121,0.173,0.123,222.8,0.14,0.077172192,,0.415,0.137068534,0.044819558,0.000287081,0.825,,2.481397373,2.3088048,0.004659753,-7732.797,0.584758974,45954,,0.637065637,47.79627826,0.234843539,4.301075269,16.00576207,,18.73957611,44.0158457,,0.617004505,0.376,17.90029507,0.805962343,0.028563348,0.750261506,10450,0.162200957,0.24708134,0.29062201,0.007464115,0.001913876,0.002105263,0.027368421,0.660956938,0,0.492440191,1
AL,Covington County,12059.1712,0.197,3.99976556,5.498091169,0.106090373,0.214,0.448,6.9,0.282,0.582832047,0.153852277,0.208333333,394.1,39.94546694,0.120932371,0.000541565,0.000373095,0.000799488,5332,0.37,0.39,0.851822414,0.49414436,0.030167598,0.283,5.483394192,0.319394376,11.64365015,89.48063499,9.1,0,0.125589226,0.886922255,0.279,72.91764187,615.1549801,80.15537812,,0.122,0.177,0.115,153.8,0.164,0.05480485,16.22133105,0.375,0.154481882,0.033887937,0.001145933,0.939950617,0.064478987,2.934725219,2.668121746,0.087428997,-4510.373833,0.734507088,44188,,0.525589226,37.10369249,0.306010682,5.660377359,5.741319126,20.07429097,22.63967873,25.26180415,,0.603427385,0.572,56.92066589,0.747132065,0.095468278,0.751049245,37524,0.220658778,0.216767935,0.125119923,0.007861635,0.005249973,0.000133248,0.0205202,0.826271186,0.000169635,0.514657286,0.69651794
AL,Crenshaw County,12024.58011,0.211,4.031523588,5.159141067,0.110902256,0.222,0.404,6.4,0.307,0.242155525,0.15435841,0.5,617.2,31.88097768,0.129071395,0.000146188,0.000229305,0.000687916,3098,0.37,0.36,0.812304709,0.460134486,0.032936573,0.289,5.808434129,0.328712871,9.502229369,95.56768654,9.1,0,0.080889788,0.761378785,0.463,72.58910799,620.8833825,,,0.125,0.176,0.125,225.9,0.152,0.135061835,,0.407,0.160376143,0.048662585,0.000993656,0.875,,2.79990848,2.553168923,0.03015714,-5762.011,0.781625342,38037,,0.642695613,20.60927689,0.283723743,6.887052342,,,21.71992876,29.896599,16.66666667,0.625129901,0.541,50.90388244,0.750698474,0.098530087,0.64367075,13083,0.229458075,0.196590996,0.23511427,0.007337767,0.012382481,0.00045861,0.024612092,0.69869296,0.001431525,0.509745471,1
AL,Cullman County,10570.64407,0.179,3.781891462,5.091943961,0.086176981,0.209,0.38,7.5,0.289,0.484977124,0.168136924,0.283333333,242.3,36.95395514,0.140689655,0.000567947,0.000480468,0.001530795,4276,0.4,0.52,0.842147846,0.578485077,0.023547275,0.175,4.249399554,0.201099125,9.939064072,97.61338862,9.4,0,0.106653778,0.850085763,0.327,73.91425364,529.2651496,48.02369169,5.381818182,0.116,0.172,0.105,97.1,0.147,0.028437443,19.46568676,0.358,0.175560538,0.049171789,0.000972111,0.955261593,0.112162162,3.119827164,2.99585269,0.054945153,699.7185,0.692906938,55036,,0.430106617,77.56902244,0.272221818,4.725897921,3.96384286,21.45870983,16.7885435,24.98944411,11.42857143,0.657827727,0.645,77.9633071,0.745924284,0.083481294,0.819059474,89496,0.223753017,0.187148029,0.012916778,0.006625995,0.006894163,0.000770984,0.046761867,0.915124698,0.007881328,0.50309511,0.732395592
AL,Dale County,10384.79307,0.204,3.883235432,5.242810804,0.084528466,0.205,0.392,6.5,0.294,0.249442485,0.160686565,0.22,606,32.2928936,0.138465113,0.000265528,0.000324267,0.001317336,3964,0.36,0.41,0.848449682,0.582074443,0.031460674,0.227,5.185724076,0.308259458,10.41687943,81.45345546,9.1,0,0.119383143,0.806838999,0.271,74.90884591,502.7303526,62.24850492,8.060904613,0.123,0.172,0.129,316.3,0.171,0.087955021,8.838306581,0.375,0.178224886,0.03572068,0.000749868,0.945902174,0.112688172,2.898242053,2.746068748,0.092026811,-6151.144333,0.737471315,50086,,0.597034816,31.38845805,0.215469393,4.049844237,6.094234274,20.70194708,22.39970025,21.18471914,9.583333333,0.529310807,0.58,73.76905817,0.596661531,0.115067163,0.822958398,49342,0.231810628,0.177333712,0.209517247,0.008653885,0.014470431,0.001864537,0.072879089,0.669713429,0.009257457,0.508430951,0.508885395
