state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,school_segregation_raw_value,school_funding_adequacy_raw_value,gender_pay_gap_raw_value,median_household_income_raw_value,living_wage_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,child_care_cost_burden_raw_value,child_care_centers_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,motor_vehicle_crash_deaths_raw_value,juvenile_arrests_raw_value,voter_turnout_raw_value,census_participation_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_or_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian_or_other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_female_raw_value,%_rural_raw_value
US,United States,7971.509789,0.142,3.346299949,4.817121948,0.083407868,0.15,0.34,7.7,0.229,0.841440441,0.181103881,0.263090697,495.5,16.58036919,0.102285496,0.000749427,0.000734615,0.003138977,2681,0.43,0.46,0.891440466,0.67582978,0.03650136,0.163,4.902842293,0.249315823,9.085618652,80.005528,7.35,,0.167388914,0.716733282,0.364,77.58533723,390.0631011,50.64591872,5.671340479,0.102808778,0.151973474,0.096,382.2,0.104,0.061001965,27.19515668,0.330131,0.121128647,0.05318895,0.001313898,0.861605,0.069448414,3.053421,3.002972,0.24044071,634.0391,0.813749523,74755,,0.507602879,62.69592257,0.270741247,6.863866828,6.275638002,13.94202751,12.98328647,12.03541504,,0.679095215,0.652,107.6166571,0.648163861,0.144915294,0.883466964,333287557,0.217382334,0.17340837,0.126228748,0.013148508,0.062870457,0.002636786,0.191019271,0.588758752,0.040955371,0.504081237,0.200031371
AL,Alabama,11415.73483,0.178,3.934735403,5.869319841,0.10480008,0.179,0.406,5.4,0.299,0.613337954,0.14477526,0.25126369,625.2,24.92988074,0.116933505,0.000636524,0.000496029,0.001350926,3280,0.41,0.39,0.877153991,0.616041617,0.025967658,0.218,5.212687998,0.305875299,11.69472985,90.37969869,9.3,0.223880597,0.130812468,0.82825024,0.352,73.70786097,548.7561714,73.03384215,7.730109852,0.123666507,0.195782686,0.133,339.7,0.148,0.087605485,21.56130198,0.392430096,0.146289079,0.041140988,0.001156022,0.907580579,0.080182875,2.885602535,2.72218766,0.274931944,-7911.501,0.744823226,59703,,0.491740798,57.39338222,0.266040689,5.509231686,12.13118413,16.23475175,23.22634003,20.58836913,12.26209677,0.626360004,,67.32870913,0.697199907,0.12266376,0.837864108,5074296,0.219057383,0.180267962,0.26430898,0.007158629,0.015886933,0.00109493,0.049317777,0.647117157,0.010474985,0.513753238,0.422627605
AL,Autauga County,9407.948438,0.173,3.910265059,5.703204125,0.098713352,0.169,0.389,6.7,0.291,0.54491965,0.152378215,0.290909091,577,20.90888049,0.100185604,0.00043997,0.00030121,0.000368145,3915,0.4,0.37,0.904026077,0.641475015,0.022695883,0.157,4.637675394,0.227025064,12.69142906,68.03347814,10,0,0.153756957,0.854278421,0.429,75.26349707,472.2839228,58.56212753,6.834686032,0.117,0.18,0.107,218,0.133,0.13020998,9.350764717,0.375,0.124074179,0.040412486,0.000502016,0.87,0.072425052,3.12696818,2.91727955,0.051539309,-3606.782,0.746165515,70148,,0.279985972,29.38240388,0.19733991,5.726341169,6.616163287,17.4574792,17.36271057,18.06721513,4.838709677,0.661820782,0.688,46.47384819,0.754527524,0.112793587,0.890667025,59759,0.232283003,0.164109172,0.210110611,0.004718955,0.011780652,0.001221573,0.033819174,0.720510718,0.003664855,0.512960391,0.406768132
AL,Baldwin County,8981.575353,0.152,3.730942868,5.373666151,0.081243184,0.15,0.372,7.5,0.276,0.631293497,0.164225636,0.361445783,317.6,20.20223706,0.109970667,0.000626844,0.000470712,0.001103739,2799,0.44,0.42,0.915993103,0.656804185,0.023500472,0.161,4.482449247,0.190512873,9.653397076,77.50798466,7.6,1,0.12427866,0.813469985,0.379,76.73831389,416.2189122,54.03500529,5.329249617,0.11,0.173,0.098,174.3,0.118,0.079367794,25.72942188,0.351,0.133762433,0.049369431,0.00083592,0.886517139,0.082482759,3.192380762,3.037911538,0.090945858,-537.1533,0.722548599,71704,,0.369956076,39.54396112,0.201522928,6.231823847,3.388202669,18.79012618,14.34343164,15.8333317,20.30567686,0.652909486,0.564,39.06806727,0.778705315,0.123018541,0.889209489,246435,0.208038631,0.219287033,0.082248869,0.008107615,0.011560858,0.00066549,0.050362165,0.82978473,0.00786658,0.512390691,0.375864554
AL,Barbour County,13138.84836,0.273,5.023488318,6.01429402,0.122724909,0.25,0.434,6,0.402,0.548546961,0.122771979,0.314285714,729,36.61853944,0.126776343,0.000400577,0.000323808,0.000283332,3040,0.42,0.35,0.764922207,0.404544752,0.040650407,0.377,5.57679679,0.506604507,8.412113443,85.21585336,9.4,0,0.150751073,0.820525117,0.367,72.37702423,628.2535957,80.03913024,,0.158,0.205,0.156,513.7,0.178,0.104331717,,0.439,0.163114686,0.038976149,0.00080952,0.8544098,,2.389161313,2.00862944,0.038889595,-23626.58,0.777443339,41151,,0.565651191,19.07864539,0.254598916,5.303030303,13.00581303,13.42681003,26.52946378,29.40444686,,0.540215717,0.545,34.40564928,0.649733807,0.107662697,0.682231588,24706,0.203634745,0.206225209,0.471950134,0.007245204,0.004695216,0.002792844,0.050999757,0.452724035,0.019806599,0.471221566,0.659199937
AL,Bibb County,12675.43458,0.22,4.552794934,5.824583393,0.098285714,0.22,0.396,7.6,0.36,0.433903019,0.14785821,0.153846154,662.9,31.92297948,0.113799283,0.000667349,0.000227221,0.000499886,4651,0.36,0.28,0.788634223,0.389935116,0.02509741,0.255,5.66923661,0.307133704,8.897984607,99.93308053,9.8,0,0.122589532,0.87983631,0.538,72.25136909,618.3238587,100.8725475,,0.14,0.194,0.124,269.3,0.149,0.004458662,22.3857209,0.4,0.140821119,0.039496528,0.001408771,0.88,,2.688775131,2.56336673,0.089802217,-6970.646,0.808805816,54309,,0.489921977,32.0713632,0.237014123,5.016722408,9.535858005,17.05022054,20.52197189,24.79323081,,0.545635485,0.56,8.146790014,0.757344789,0.104042806,0.797117517,22005,0.197455124,0.178050443,0.207361963,0.005725971,0.00290843,0.001317882,0.031765508,0.739968189,0.002891818,0.464894342,1
AL,Blount County,11541.49507,0.186,4.246335182,5.664850612,0.076043211,0.196,0.377,7.7,0.304,0.413552271,0.149461148,0.130952381,318.4,25.12323104,0.128199779,0.000203249,0.000168033,0.000268853,2499,0.35,0.36,0.81755151,0.519759632,0.022251512,0.158,4.611946363,0.229694775,7.621822124,97.72917319,9.6,0,0.106578637,0.848946808,0.606,73.37656812,573.1408529,61.53320229,7.221750212,0.128,0.188,0.105,80.7,0.137,0.02512206,21.1735891,0.373,0.160972634,0.047434725,0.00035287,0.979196278,0.097330179,2.901714404,2.781496533,0.104776332,-2788.999,0.876378695,60553,,0.431638045,62.71640501,0.347100887,4.903374676,5.911679508,22.21925155,18.23819077,30.54367746,6.774193548,0.641879944,0.667,14.44023405,0.792749468,0.092465252,0.827244983,59512,0.227046646,0.190902675,0.017273827,0.006334857,0.004352063,0.00131066,0.100702379,0.85992741,0.021951964,0.502906977,0.90489397
AL,Bullock County,13837.89921,0.307,5.152511842,5.973144781,0.151219512,0.257,0.489,4.2,0.436,0.423481703,0.115288295,0.269230769,823.6,37.4301676,0.122146457,0.000193798,0.00019604,0.00019604,2268,0.51,0.28,0.733789827,0.32728647,0.028107159,0.39,7.145819779,0.630464795,5.813953488,108.1740225,9.3,0,0.096209913,0.886110356,0.454,72.10011162,629.7157405,,,0.166,0.205,0.187,616.2,0.156,0.323391904,,0.46,0.16353544,0.029547553,0.00058812,0.825,,2.110535605,1.96826778,0.009037154,-38452.98,0.671496529,35798,,0.758142758,34.58410715,0.386697581,5.376344086,19.47094657,,27.53520573,55.6312759,6.666666667,0.590653009,0.488,15.9680375,0.646666667,0.163387796,0.610144928,10202,0.211037052,0.177808273,0.673397373,0.0093119,0.00313664,0.00754754,0.093511076,0.217506371,0.017612124,0.445892962,1
AL,Butler County,12718.63319,0.234,4.627377057,6.080885157,0.131903834,0.211,0.42,7.2,0.365,0.427221668,0.128211314,0.283333333,1090.9,34.83499214,0.119034521,0.000264774,0.000375335,0.000857909,3396,0.39,0.29,0.875923413,0.391718335,0.034189005,0.33,4.87873345,0.392772792,9.002330015,109.9228485,9.1,1,0.115037594,0.860833108,0.352,73.1898895,616.9263042,74.23904974,,0.141,0.199,0.14,377.4,0.138,0.069182869,17.29026904,0.409,0.150806529,0.039073468,0.000965148,0.8,,2.526134007,2.118341767,0.121255871,-15080.51,0.77769826,41852,,0.710625214,23.85090978,0.341656313,4.599816007,17.4554341,11.88373813,24.6555922,38.54741696,16,0.629177719,0.558,22.23338025,0.707754873,0.115833583,0.785163371,18650,0.223967828,0.21538874,0.441876676,0.004718499,0.015013405,0.000536193,0.018284182,0.50766756,0.000669381,0.530080429,0.694346754
AL,Calhoun County,13197.25812,0.208,4.499556522,5.696611047,0.09509434,0.208,0.389,5.9,0.341,0.666938621,0.135399058,0.104761905,545,25.97987686,0.132170856,0.000586348,0.000647736,0.001580475,3491,0.33,0.34,0.850717716,0.545473596,0.030320763,0.262,4.875970817,0.327191582,13.6239782,97.0193217,9.7,0,0.105676464,0.852222995,0.311,71.69407783,645.4344721,65.59498243,7.071681132,0.135,0.191,0.12,255.2,0.156,0.15398073,23.32048763,0.381,0.165723754,0.042906333,0.000898193,0.919712644,0.081869765,2.945480411,2.786958409,0.189558926,-10277.2302,0.758625922,52772,,0.511760221,46.05695224,0.227469112,5.509231686,10.47013394,21.95714444,26.57105748,21.6881346,30.88495575,0.578563323,0.636,56.02274809,0.709149084,0.112961149,0.833419104,115788,0.211179051,0.186038277,0.220264622,0.005345977,0.008826476,0.001131378,0.043450099,0.702007117,0.005042906,0.513585173,0.364940184
AL,Chambers County,12135.48151,0.22,4.504783494,5.81221167,0.134485349,0.203,0.439,7.2,0.35,0.637524445,0.128128424,0.25,645.6,30.47313553,0.126268823,0.000405315,0.000205351,0.000117343,3163,0.3,0.41,0.834574597,0.518339184,0.025732756,0.306,4.737707317,0.253272069,17.66017197,94.64961783,9.8,0,0.161266569,0.855525239,0.311,72.46019745,581.3942609,101.6393443,9.370314843,0.137,0.195,0.134,359.6,0.133,0.081029885,14.90164912,0.434,0.156788336,0.03902034,0.000264023,0.865017241,0.174021649,2.634106621,2.497681651,0.131663621,-26351.235,0.768525188,45563,,0.664350243,31.21146322,0.334284397,5.836575876,11.01909694,18.7018031,23.81122461,27.54774236,,0.585257515,0.583,37.19702235,0.721753024,0.099761337,0.781632808,34088,0.207199014,0.207257686,0.392748181,0.004195025,0.008771415,0.000938747,0.0359364,0.544502464,0.002705528,0.523204647,0.507448522
AL,Cherokee County,12412.72881,0.206,4.46306382,6.228824759,0.069070905,0.222,0.378,7.2,0.328,0.382083217,0.143572902,0.111111111,276,29.60203882,0.129840786,0.00044007,0.00015809,0.000553316,4153,0.35,0.43,0.819251741,0.534362644,0.023426813,0.227,4.520771583,0.292916401,9.201472236,103.5748792,9.5,0,0.074296262,0.853755333,0.462,72.71162974,626.9580811,88.17523668,,0.138,0.201,0.111,133.3,0.147,0.050086523,20.64889141,0.382,0.158089003,0.044602851,0.000988064,0.92,,2.784754319,2.646747671,0.057141787,-1664.026,0.878338894,52613,,0.535301669,47.52591275,0.220021668,5.509641873,8.289170475,23.14907864,25.50724638,32.05145917,23.47826087,0.595113691,0.457,4.048076586,0.797439232,0.088241663,0.77823347,25302,0.186388428,0.244328512,0.039878271,0.008102126,0.004387005,0.000711406,0.020828393,0.910362817,0.00949076,0.496205834,1
AL,Chilton County,10953.15022,0.206,4.426500394,5.938820536,0.088280847,0.217,0.423,7.1,0.341,0.313035944,0.151319513,0.229508197,331.3,38.82084285,0.145032202,0.000220877,0.000261529,0.000784587,3581,0.33,0.37,0.821621092,0.456641738,0.022698115,0.221,4.086108668,0.194818556,15.46141273,93.55925494,9.9,0,0.127187865,0.823256316,0.51,73.48785539,574.1826886,58.32289282,,0.136,0.197,0.115,169.4,0.154,0.043695515,20.13437833,0.408,0.182349173,0.054362476,0.0003705,0.89,,2.822341241,2.720820186,0.071198064,-3359.531,0.745321881,61823,,0.549915836,41.88167244,0.231289326,4.05904059,5.157912722,16.19326166,16.19294797,25.78956361,8.367346939,0.595069337,0.606,17.53130088,0.750103361,0.085689212,0.811174768,45884,0.235703077,0.175398832,0.097245227,0.006320286,0.004729317,0.001721733,0.08473542,0.796726528,0.021399449,0.508347136,0.855444973
AL,Choctaw County,12336.87291,0.241,4.70800167,6.32286417,0.111794872,0.223,0.447,6.2,0.371,0.251638374,0.11891855,0.428571429,367,30.02879474,0.127406932,0.000398947,0.000482354,8.03923E-05,2712,0.44,0.34,0.823906319,0.507698541,0.038389949,0.312,6.180199089,0.385985748,21.54312615,108.9599848,9.3,0,0.095684803,0.874375284,0.514,73.84020172,585.1776721,90.64539521,,0.146,0.205,0.144,278.7,0.157,0.130442755,,0.431,0.155182397,0.051321929,0.000482354,0.925,,2.549412685,2.128404244,0.140588424,-22098.77,0.560308113,44458,,0.757263355,34.50530288,0.299068784,5.714285714,,,,43.58077529,15.45454546,0.732842415,0.512,1.620594824,0.819816373,0.106229373,0.69338179,12439,0.197925878,0.245035775,0.407749819,0.002331377,0.002813731,0,0.012460809,0.564997186,0.003171159,0.524399067,1
AL,Clarke County,14884.57609,0.237,4.635448032,5.831929322,0.130761523,0.215,0.434,5.5,0.383,0.530125179,0.122903427,0.341463415,725,30.03400076,0.122732426,0.000395431,0.000355319,0.000932712,3623,0.34,0.26,0.813924446,0.401471158,0.050038991,0.33,5.745419804,0.414037855,16.69595782,95.17658656,9.5,1,0.121715818,0.904600988,0.364,70.97678415,689.6519307,121.4192562,,0.144,0.197,0.143,201.8,0.163,0.183503436,,0.409,0.151838947,0.045045045,0.000888297,0.925,0.225860621,3.008578223,2.777250911,0.027992823,-14395.92,0.653540626,44906,,0.695026962,18.59735522,0.332383201,6.968641115,10.79505586,17.68116555,22.09456474,28.18709031,14.34782609,0.702970297,0.52,13.15915152,0.722520762,0.095418243,0.707865169,22515,0.215767266,0.210037753,0.448678659,0.006351321,0.004619143,0.000310904,0.015944926,0.514856762,0.00097056,0.524317122,1
AL,Clay County,13779.88195,0.213,4.502996591,6.115181631,0.094196004,0.212,0.416,7.4,0.351,0.64393088,0.136978811,0.476190476,422.8,33.43823761,0.132453921,0.000281889,0.000140865,0.000140865,2559,0.37,0.39,0.83338307,0.471400395,0.022675367,0.252,5.543084078,0.203092784,11.27554616,113.1305914,7.6,1,0.078564501,0.833655332,0.398,71.80561071,624.9212028,,,0.14,0.2,0.119,172.7,0.15,0.029746178,,0.387,0.160731707,0.053713528,0.000352162,0.825,,2.783569439,2.529710142,0.015845209,-6581.203,0.843955831,49599,,0.531215772,26.45433696,0.25000504,8.064516129,,29.34320915,23.81696661,38.20601533,6.666666667,0.664111164,0.553,2.560766766,0.783409298,0.084810368,0.746763902,14198,0.208691365,0.214114664,0.135582476,0.006198056,0.002746866,0,0.03183547,0.80349345,0.000445633,0.509226652,1
AL,Cleburne County,12866.79067,0.198,4.430707102,6.065322307,0.079012346,0.207,0.361,7.3,0.322,0.424282678,0.145689917,0.24137931,251.6,30.44982699,0.122548614,0.000264848,,0.000521309,2478,0.3,0.36,0.825493885,0.432364449,0.024100309,0.217,4.357547543,0.232443413,8.607561412,118.8774761,9.4,0,0.089974293,0.85177901,0.57,72.03379426,621.087414,87.31278125,,0.136,0.199,0.11,86.9,0.155,0.020248519,,0.369,0.151188406,0.053665284,0.000130327,0.975,,3.122187396,3.075677455,0.109138092,-223.2246,0.792134289,49248,,0.458879619,45.94111787,0.251786875,8.092485549,9.541165358,19.06098459,28.04974154,34.34819529,,0.631454784,0.567,10.91429,0.780420066,0.066381555,0.738587051,15346,0.228984752,0.19399192,0.028671967,0.004431122,0.002280725,0.000847126,0.026130588,0.922716017,0.003721126,0.501368435,1
AL,Coffee County,10533.99606,0.194,4.317594649,5.803434183,0.083459788,0.185,0.395,6.8,0.306,0.538576639,0.146150782,0.274509804,577.8,27.87761901,0.124988768,0.000516853,0.000346684,0.001058298,3752,0.41,0.34,0.866205274,0.624215901,0.025373895,0.226,5.039742479,0.321451204,12.36755639,73.23672158,9.1,0,0.119298246,0.856058935,0.316,74.19940511,523.2077305,63.95146997,,0.127,0.188,0.113,179.6,0.146,0.08991895,12.5198753,0.399,0.154356061,0.055122784,0.000802847,0.920036232,0.12138522,3.020489127,2.87277299,0.076404482,-6093.076567,0.658448115,62429,,0.463012878,42.18643936,0.167822647,4.98132005,7.104485116,14.97281065,22.76789272,21.04020592,20.34482759,0.572107358,0.587,36.98843751,0.694642243,0.108490566,0.848647056,54805,0.237076909,0.173980476,0.163725937,0.01437825,0.018337743,0.00434267,0.090539184,0.686415473,0.016649799,0.502399416,0.475301599
AL,Colbert County,11291.07048,0.187,4.235057537,5.848336339,0.103432598,0.193,0.393,6.8,0.313,0.688625998,0.146715057,0.310344828,516.8,26.87725132,0.107281713,0.000661169,0.000499716,0.000568642,3697,0.34,0.43,0.863817803,0.555315315,0.030282694,0.268,4.714694237,0.328012703,15.83324634,80.39280719,8.1,1,0.109199358,0.853740822,0.232,73.54942602,570.2561012,74.17094451,8.779828906,0.126,0.191,0.109,137.2,0.149,0.088293033,17.24896804,0.372,0.132027512,0.040569395,0.001602537,0.914035917,,3.015519633,2.896152953,0.066770427,-5102.991225,0.699939158,54593,,0.413485182,25.88179164,0.291062957,7.228158391,4.922815436,18.43937606,20.54883412,24.09588608,16.03773585,0.648285482,0.662,64.61249959,0.710048999,0.106978859,0.758918594,58033,0.210638775,0.206520428,0.155032482,0.006858167,0.007512967,0.000672031,0.03522134,0.774593766,0.009147694,0.517722675,0.402956646
AL,Conecuh County,17561.03564,0.245,4.802045747,6.107159828,0.14380531,0.225,0.453,6.8,0.378,0.374062258,0.118530764,0.125,556.1,29.32298405,0.11498754,0.000441384,0.000178476,0.000713903,7136,0.29,0.39,0.894297304,0.467908082,0.035360679,0.439,5.047994435,0.52660473,7.062146893,116.6822243,9.2,0,0.080697928,0.875818777,0.385,69.45270431,783.6504637,140.291807,,0.146,0.2,0.148,298.9,0.127,0.132889727,,0.433,0.14153058,0.040487593,0.00044619,0.925,,2.267557265,2.333427736,0.163232174,-20956.34,0.708752012,36106,,0.708526107,19.12876132,0.413393896,3.937007874,18.81047273,,33.33777837,28.2157091,,0.666080662,0.474,11.00192316,0.746912194,0.099753695,0.666741523,11206,0.201945386,0.246564341,0.444583259,0.006692843,0.003747992,0.00044619,0.033374978,0.494378012,0,0.518293771,1
AL,Coosa County,13936.01292,0.202,4.34814927,5.876892692,0.118136439,0.199,0.39,7.4,0.333,0.040531434,0.133543229,0.318181818,851.7,28.40236686,0.114128296,,,0.000196734,2862,0.33,0.36,0.834886321,0.409621672,0.025342005,0.312,3.954171473,0.349819059,9.56937799,105.1998798,9.6,0,0.092154421,0.786289276,0.405,73.06542735,612.6684021,,,0.13,0.19,0.12,205.2,0.127,0.077172192,,0.415,0.133868809,0.044982699,0.000393468,,,2.481397373,2.3088048,0.00542389,-14096.71,0.520596079,49485,,0.634517767,52.99866831,0.250580984,4.301075269,17.44100246,,26.29996994,37.56523606,8.75,0.617004505,0.376,7.286901491,0.812453113,0.025448701,0.784696174,10166,0.165945308,0.259492426,0.283297265,0.008066103,0.002065709,0.002065709,0.028034625,0.665453472,0,0.49695062,1
AL,Covington County,13973.73487,0.206,4.474960374,5.809788739,0.0965471,0.218,0.402,6.9,0.317,0.582193239,0.134685166,0.195652174,474.4,37.42658107,0.131951119,0.000479693,0.000372321,0.00079783,4800,0.42,0.34,0.857564185,0.513529766,0.026333157,0.25,5.784775435,0.335198249,12.25882102,100.2257774,9.1,0,0.125041681,0.874598071,0.264,71.32917648,700.1020639,78.87768325,,0.137,0.198,0.118,164,0.159,0.05480485,17.93673713,0.375,0.163585247,0.052023796,0.001196745,0.950188917,,2.934725219,2.668121746,0.084715404,-8223.349,0.748628299,46958,,0.478388998,38.55225219,0.294795349,5.660377359,6.133229068,19.8489984,22.63162716,24.53291627,11.08108108,0.603427385,0.572,17.76794017,0.749753417,0.102540766,0.777300268,37602,0.219722355,0.224775278,0.124993351,0.007978299,0.005372055,0.000239349,0.02143503,0.823652997,0.00076282,0.513802457,0.688155443
AL,Crenshaw County,13537.57683,0.215,4.421192249,5.955555856,0.100189036,0.209,0.382,6.6,0.358,0.148249204,0.137033018,0.315789474,825.5,24.16488984,0.13647239,0.000229305,0.000230326,0.000690979,3895,0.4,0.31,0.820725842,0.479561316,0.026267358,0.283,5.97095785,0.271854305,11.46526026,101.1270537,9.1,0,0.099800399,0.785686428,0.464,70.94218674,699.1352016,,,0.136,0.195,0.122,245.5,0.133,0.135061835,,0.407,0.168109764,0.057910062,0.000998081,0.875,0.190713101,2.79990848,2.553168923,0.029542978,-8255.205,0.775074247,49161,,0.640888889,23.6618939,0.220154187,6.887052342,,,21.98414211,31.21520805,7.333333333,0.625129901,0.541,15.10054285,0.745815251,0.102104098,0.651994214,13025,0.232015355,0.198234165,0.230019194,0.007754319,0.014510557,0.00084453,0.028637236,0.695201536,0.005281268,0.510633397,1
AL,Cullman County,11749.94179,0.182,4.263949112,5.528469227,0.086704364,0.189,0.377,7.5,0.3,0.486536317,0.157677892,0.245614035,235.8,30.70660076,0.121435778,0.000480468,0.000485303,0.001599294,3896,0.47,0.47,0.846131339,0.593229069,0.020642144,0.183,4.424696389,0.195998575,9.721104854,101.1849727,9.4,0,0.108870332,0.851982106,0.335,72.94814915,581.7433498,51.48529077,5.036695928,0.127,0.188,0.103,108.8,0.144,0.028437443,24.82746849,0.358,0.150447534,0.04791887,0.001102962,0.954983203,0.096505073,3.119827164,2.99585269,0.048358912,204.133,0.687739248,61774,,0.361850248,79.86740496,0.265694305,4.725897921,3.908560087,21.58067114,17.45381814,24.30104749,10.70588235,0.657827727,0.645,24.04586278,0.761984011,0.086512578,0.845195994,90665,0.221518778,0.191099101,0.012551701,0.006728065,0.007025864,0.000926488,0.047989853,0.913946948,0.007808834,0.500755529,0.755992079
AL,Dale County,11921.22441,0.206,4.274028571,5.987064553,0.087585034,0.203,0.389,6.5,0.345,0.444694482,0.151701998,0.255319149,620.2,34.39927368,0.114615771,0.000283734,0.000343129,0.001332149,3253,0.42,0.37,0.856621249,0.592920354,0.026220787,0.303,5.001845108,0.295310854,10.13335495,83.04329242,9.1,0,0.122133471,0.83281906,0.289,73.31226561,580.537396,64.86793294,7.735281478,0.132,0.194,0.123,333.9,0.161,0.087955021,12.88371431,0.375,0.145610353,0.037891689,0.000787179,0.942913044,0.108021878,2.898242053,2.746068748,0.085282485,-7530.919667,0.727634396,50567,,0.602953107,31.68927915,0.20719046,4.049844237,6.387067929,22.94617021,25.64572266,23.8063441,,0.529310807,0.58,25.14589534,0.601494845,0.108302663,0.827164949,49544,0.232217827,0.181596157,0.20902632,0.009062651,0.013583885,0.001856935,0.073348942,0.668819635,0.009088548,0.509607622,0.504520942
AL,Dallas County,17680.34363,0.266,4.865822246,6.157573283,0.1434375,0.221,0.446,6.5,0.381,0.564661224,0.112020941,0.303571429,866.6,32.89770167,0.107564359,0.000717722,0.000353578,0.000707156,4280,0.4,0.35,0.853101909,0.528275378,0.050476398,0.468,5.487253487,0.578935649,13.82280231,123.6480965,9.5,0,0.167099286,0.86447871,0.318,69.27831464,777.0686584,64.38984186,,0.15,0.204,0.163,415.1,0.161,0.087671298,9.016075663,0.446,0.137316159,0.033433945,0.000843147,0.797559367,0.174634146,2.482947088,2.2260336,0.222758919,-30630.09,0.700847993,35258,,0.811390677,53.71239694,0.392620115,7.509386733,38.57895889,14.06111183,45.6383532,34.86944361,16.5,0.621897302,0.518,33.66969422,0.614112384,0.166279239,0.75923541,36767,0.233796611,0.204449642,0.703701689,0.003127805,0.00560285,0.00048957,0.01218484,0.267223325,0.002386105,0.533032339,0.448624617
AL,DeKalb County,11919.92556,0.231,4.803953154,6.183952805,0.084940073,0.222,0.41,,0.35,0.425888169,0.141800813,0.218390805,260.4,32.40885011,0.195298189,0.000403827,0.000291675,0.000500014,3215,0.29,0.37,0.777265682,0.507935595,0.023438002,0.237,4.814564527,0.210440362,8.772784872,102.7973161,7.5,0,0.10677034,0.821327171,0.314,72.61479017,594.726427,67.52373261,7.612456747,0.151,0.207,0.125,110.1,0.161,,24.18784654,0.37,0.251447911,0.059454028,0.00095836,0.932545235,0.106398627,2.651262829,2.723096127,0.165051343,-4147.9035,0.739441922,50037,,0.65990099,75.62700655,0.231348802,2.8510335,3.799878404,23.5352894,17.59845357,24.19922563,7.590361446,0.588532478,0.525,13.27817685,0.738575321,0.102346397,0.828571429,71998,0.236728798,0.180616128,0.014680963,0.021042251,0.005305703,0.006041835,0.159921109,0.787910775,0.046588723,0.500055557,0.882973969
AL,Elmore County,9600.17905,0.169,3.80462872,5.309149368,0.092088999,0.168,0.388,7.9,0.301,0.514509474,0.153994567,0.333333333,556.5,20.88772846,0.117523774,0.000223954,0.000133984,0.000279133,3726,0.43,0.34,0.885463421,0.53985431,0.02194382,0.15,3.924535709,0.250052477,10.07793604,70.39292707,10,0,0.110085585,0.859924882,0.476,74.60136572,488.4262538,71.21282813,7.439553627,0.116,0.178,0.106,280.3,0.116,0.049842456,11.08160414,0.378,0.146799835,0.042933635,0.000424282,0.894741936,0.140545334,3.04220366,2.95007406,0.081731863,-7384.6785,0.792350414,71463,,0.422036654,30.96924106,0.193708632,5.723630417,8.800659877,18.3349572,21.38215191,17.4287578,,0.657479369,0.652,25.07376728,0.770942083,0.084429754,0.881214268,89563,0.214307247,0.167345891,0.218259773,0.00482342,0.007346784,0.001105367,0.031798846,0.72186059,0.00749014,0.512153456,0.712368005
